minute,red_triage_time,red_idle_time,red_transport_time,red_walking_time,red_functional_delay,green_idle_time,green_transport_time,green_walking_time,green_functional_delay,blue_hammer_time,blue_idle_time,blue_transport_time,blue_walking_time,blue_functional_delay,concurrent_activity_time,concurrent_idle_time,red_score,green_score,blue_score,total_score,saved_type_A_victim,saved_type_B_victim,saved_type_C_victim,Trial_number,Team_number
11,0,5354,20687,33959,0,3680,35555,20765,0,15814,3638,16983,23565,0,30325,103,0,200,0,200,0,0,4,T000661,TM000231
12,0,15702,0,44298,0,8284,22556,29160,0,2651,4062,2100,51187,0,32546,423,0,50,0,50,0,0,1,T000661,TM000231
13,11999,9791,19650,18560,0,4932,0,55068,0,5446,4276,10272,40006,0,25867,325,0,0,0,0,0,0,0,T000661,TM000231
14,3001,14213,15561,27225,17081,7345,22230,30425,0,0,2735,25289,31976,0,33412,0,10,10,10,30,2,2,0,T000661,TM000231
15,0,10925,0,49075,0,11672,3685,44643,0,0,0,0,60000,0,42212,0,0,50,0,50,0,0,1,T000661,TM000231
16,12000,2701,15305,29994,0,3946,37573,18481,0,2744,2972,18506,35778,0,37352,104,10,50,10,70,0,2,1,T000661,TM000231
0,0,59230,0,770,0,58686,0,1314,0,0,60000,0,0,0,0,58471,0,0,0,0,0,0,0,T000664,TM000232
1,0,60000,0,0,0,60000,0,0,0,0,60000,0,0,0,0,60000,0,0,0,0,0,0,0,T000664,TM000232
2,5997,13357,3375,37271,0,18523,0,41477,0,1744,8885,2702,46669,0,28878,4958,0,0,0,0,0,0,0,T000664,TM000232
3,6226,15198,14728,23848,0,20403,0,39597,0,7135,12303,7054,33508,0,15383,3048,0,0,0,0,0,0,0,T000664,TM000232
4,11770,5839,16053,26338,0,8080,24771,27149,0,7051,8757,12561,31631,0,22376,846,0,20,0,20,1,1,0,T000664,TM000232
5,9099,11314,5551,34036,0,5967,30625,23408,0,4375,8050,12100,35475,0,25906,1284,0,50,0,50,0,0,1,T000664,TM000232
6,3129,23798,0,33073,0,10306,14953,34741,0,5318,6439,5050,43193,0,20343,530,0,10,0,10,1,0,0,T000664,TM000232
7,6450,14551,7748,31251,0,3978,32462,23560,0,8798,18578,5210,27414,0,17960,3092,0,60,0,60,1,0,1,T000664,TM000232
8,5471,22105,10502,21922,0,5013,31564,23423,0,5250,15182,5352,34216,0,18288,5452,0,60,0,60,0,1,1,T000664,TM000232
9,5999,6783,2802,44416,0,4143,20179,35678,0,2650,5066,2101,50183,0,40014,1080,0,20,0,20,1,1,0,T000664,TM000232
10,12048,8678,10384,28890,2585,2591,27287,30122,0,4348,11040,11549,33063,0,27075,3732,0,20,0,20,1,1,0,T000664,TM000232
11,0,7623,14924,37453,0,11390,13939,34671,0,1753,12485,6952,38810,0,29096,109,10,100,10,120,0,2,2,T000664,TM000232
12,6002,5878,10344,37776,0,10816,7730,41454,0,1750,7400,10752,40098,0,34068,444,0,10,0,10,0,1,0,T000664,TM000232
13,3000,25027,0,31973,10281,9475,13932,36593,0,0,11453,15229,33318,0,24306,1164,0,60,0,60,1,0,1,T000664,TM000232
14,0,17200,12312,30488,0,2590,25135,32275,0,850,6784,8278,44088,0,30036,105,50,60,0,110,0,1,2,T000664,TM000232
15,3050,25396,0,31554,0,3554,30431,26015,0,1800,5124,0,53076,0,23606,0,0,100,0,100,0,0,2,T000664,TM000232
16,3050,7508,19255,30187,0,5983,14805,39212,0,4603,11688,7303,36406,0,32207,524,50,50,10,110,1,0,2,T000664,TM000232
0,0,60000,0,0,0,60000,0,0,0,0,58052,0,1948,0,0,58052,0,0,0,0,0,0,0,T000655,TM000228
1,0,60000,0,0,0,60000,0,0,0,0,60000,0,0,0,0,60000,0,0,0,0,0,0,0,T000655,TM000228
2,0,19405,0,40595,0,18067,0,41933,0,0,7544,0,52456,0,35131,4794,0,0,0,0,0,0,0,T000655,TM000228
3,2999,19595,0,37406,0,21446,0,38554,0,1752,20183,0,38065,0,20799,6826,0,0,0,0,0,0,0,T000655,TM000228
4,0,41536,0,18464,0,15309,14613,30078,0,0,42967,0,17033,0,5878,10530,0,50,0,50,0,0,1,T000655,TM000228
5,0,18199,0,41801,0,20590,0,39410,0,0,16361,0,43639,0,22023,1795,0,0,0,0,0,0,0,T000655,TM000228
6,9002,29736,2573,18689,0,16085,6423,37492,0,2650,31758,4724,20868,0,8549,7433,0,0,0,0,0,0,0,T000655,TM000228
7,0,34225,10176,15599,0,0,45356,14644,0,0,35006,9423,15571,0,12798,2947,0,50,0,50,0,0,1,T000655,TM000228
8,3001,28233,9604,19162,0,1892,35407,22701,0,0,22699,0,37301,0,14985,6080,0,100,0,100,0,0,2,T000655,TM000228
9,6002,9580,5678,38740,12815,210,56424,3366,0,951,34756,526,23767,0,11546,2551,0,0,0,0,0,0,0,T000655,TM000228
10,0,6428,34726,18846,0,21354,0,38646,0,7050,9713,39023,4214,0,11600,3164,10,0,0,10,1,0,0,T000655,TM000228
11,6003,16063,10683,27251,0,19836,6882,33282,0,1754,11682,0,46564,0,14335,1568,0,100,0,100,0,0,2,T000655,TM000228
12,0,13855,15829,30316,0,12213,13927,33860,0,1050,13398,0,45552,0,23909,1162,10,10,0,20,1,1,0,T000655,TM000228
13,6068,36925,6325,10682,14287,25697,0,34303,0,1700,21512,379,36409,0,4236,11419,0,0,0,0,0,0,0,T000655,TM000228
14,3001,15359,26482,15158,0,13717,20158,26125,0,0,17558,16376,26066,0,14515,4201,10,100,0,110,0,1,2,T000655,TM000228
15,5999,15512,15720,22769,13707,10101,0,49899,0,851,20696,9978,28475,0,18471,2835,0,0,0,0,0,0,0,T000655,TM000228
16,5950,24414,7234,22402,15634,8760,25552,25688,0,1746,20866,6973,30415,0,17067,7994,10,50,0,60,1,0,1,T000655,TM000228
0,0,60000,0,0,0,60000,0,0,0,0,60000,0,0,0,0,60000,0,0,0,0,0,0,0,T000768,TM000284
1,0,60000,0,0,0,60000,0,0,0,0,60000,0,0,0,0,60000,0,0,0,0,0,0,0,T000768,TM000284
2,0,6686,0,53314,0,17630,0,42370,0,0,8037,0,51963,0,36612,3307,0,0,0,0,0,0,0,T000768,TM000284
3,9099,26796,14772,9333,7844,38621,0,21379,0,3950,33616,11123,11311,0,5760,23440,0,0,0,0,0,0,0,T000768,TM000284
4,0,6749,22938,30313,0,2856,38553,18591,0,5474,4422,26430,23674,0,37761,306,50,50,50,150,0,0,3,T000768,TM000284
5,5949,30180,0,23871,0,6878,21226,31896,0,6027,32867,0,21106,0,4896,4914,0,10,0,10,0,1,0,T000768,TM000284
6,6000,38034,0,15966,0,9344,18303,32353,0,1701,37159,0,21140,0,8389,7093,0,10,0,10,1,0,0,T000768,TM000284
7,3049,7000,28901,21050,0,4801,20178,35021,0,10900,27805,0,21295,0,14532,1426,10,50,0,60,1,0,1,T000768,TM000284
8,3050,22363,27206,7381,106,21516,0,38484,0,900,41485,0,17615,0,4190,8923,10,0,0,10,1,0,0,T000768,TM000284
9,5999,30070,6602,17329,19726,3975,35556,20469,0,6426,20906,11901,20767,0,11455,1328,0,60,10,70,1,1,1,T000768,TM000284
10,0,21569,0,38431,0,11664,0,48336,0,21476,14005,0,24519,0,11431,2340,0,0,0,0,0,0,0,T000768,TM000284
11,6001,30703,7374,15922,31670,25596,5603,28801,0,11347,27092,0,21561,0,6139,11078,0,10,0,10,0,1,0,T000768,TM000284
12,2950,8103,34779,14168,0,21091,0,38909,0,7001,26086,0,26913,0,15479,3407,50,0,0,50,0,0,1,T000768,TM000284
13,2999,15018,24504,17479,0,16902,5802,37296,0,4700,23640,5450,26210,0,15926,8721,50,10,0,60,0,1,1,T000768,TM000284
14,5950,23053,1351,29646,0,31784,0,28216,0,5449,18777,0,35774,0,14821,10714,0,0,0,0,0,0,0,T000768,TM000284
15,0,5533,22305,32162,0,42604,0,17396,0,0,8684,46403,4913,0,10927,3162,10,0,10,20,1,1,0,T000768,TM000284
16,3050,27542,1200,28208,0,52753,0,7247,0,16504,30937,0,12559,0,305,23338,0,0,0,0,0,0,0,T000768,TM000284
0,0,53944,0,6056,0,59388,0,612,0,0,58164,0,1836,0,103,53739,0,0,0,0,0,0,0,T000787,TM000294
1,0,60000,0,0,0,60000,0,0,0,0,60000,0,0,0,0,60000,0,0,0,0,0,0,0,T000787,TM000294
2,0,12546,0,47454,0,33498,0,26502,0,0,15213,0,44787,0,25685,8049,0,0,0,0,0,0,0,T000787,TM000294
3,5950,9434,24355,20261,0,44135,0,15865,0,1747,20166,0,38087,0,7256,2927,0,0,0,0,0,1,0,T000787,TM000294
4,3001,9153,33412,14434,0,13991,22803,23206,0,0,30674,0,29326,0,21459,815,60,10,0,70,1,0,1,T000787,TM000294
5,3000,8035,7152,41813,0,37780,6932,15288,0,1698,12941,0,45361,0,13975,1530,0,0,0,0,0,0,0,T000787,TM000294
6,6051,5440,32855,15654,0,18925,25324,15751,0,1101,26740,0,32159,0,14983,4298,0,60,0,60,1,0,1,T000787,TM000294
7,2998,2926,11703,42373,3145,7482,17103,35415,0,2800,9478,0,47722,0,34317,0,10,10,0,20,1,1,0,T000787,TM000294
8,7432,17232,8955,26381,31565,32655,0,27345,0,850,11796,37532,9822,0,13992,4993,10,0,0,10,1,0,0,T000787,TM000294
9,5067,1133,51800,2000,-115,24055,0,35945,0,1700,13391,37269,7640,0,8010,937,0,0,0,0,0,0,0,T000787,TM000294
10,83,2009,48454,9454,0,23936,0,36064,0,5952,12366,23452,18230,0,18071,2824,50,0,50,100,0,0,2,T000787,TM000294
11,2917,5317,19652,32114,0,35087,0,24913,0,0,16117,9052,34831,0,16019,2099,10,0,50,60,0,1,1,T000787,TM000294
12,3051,12984,12654,31311,4593,37025,0,22975,0,1749,26918,0,31333,0,9051,4904,50,0,0,50,0,0,1,T000787,TM000294
13,0,27940,0,32060,0,26642,0,33358,0,0,7455,0,52545,0,15153,1527,0,0,0,0,0,0,0,T000787,TM000294
14,3000,13074,133,43793,16698,34301,0,25699,0,851,18188,0,40961,0,12699,2603,0,0,0,0,0,0,0,T000787,TM000294
15,6000,10890,18677,24433,20467,33391,0,26609,0,1700,16309,29951,12040,0,15270,10364,10,0,0,10,0,1,0,T000787,TM000294
16,3000,4393,32136,20471,0,34656,0,25344,0,7149,19068,4253,29530,0,12604,1777,10,0,50,60,1,0,1,T000787,TM000294
0,0,55902,0,4098,0,58564,0,1436,0,0,57333,0,2667,0,0,52928,0,0,0,0,0,0,0,T000677,TM000239
1,0,54644,0,5356,0,60000,0,0,0,0,59489,0,511,0,0,54644,0,0,0,0,0,0,0,T000677,TM000239
2,0,10848,0,49152,0,17522,0,42478,0,1748,5962,0,52290,0,38751,4947,0,0,0,0,0,0,0,T000677,TM000239
3,6000,6549,25318,22133,12757,17490,24671,17839,0,9193,5147,0,45660,0,14543,1226,0,0,0,0,0,0,0,T000677,TM000239
4,6001,7359,19145,27495,0,12650,21584,25766,0,4399,7365,0,48236,0,29654,714,50,10,0,60,1,0,1,T000677,TM000239
5,0,13886,13853,32261,0,11860,33101,15039,0,8047,-370,0,52323,0,30830,1027,10,10,0,20,1,1,0,T000677,TM000239
6,72,15130,0,44798,3985,30022,0,29978,0,2648,4165,0,53187,0,18230,898,0,0,0,0,0,0,0,T000677,TM000239
7,7900,17663,14405,20032,24728,28309,9604,22087,0,1900,5445,0,52655,0,11382,2448,50,10,0,60,0,1,1,T000677,TM000239
8,1028,24902,0,34070,0,24087,19502,16411,0,850,31837,0,27313,0,12979,11497,0,50,0,50,0,0,1,T000677,TM000239
9,12051,11343,10872,25734,0,38868,9021,12111,0,1749,25260,10922,22069,0,11166,11993,0,0,0,0,0,0,0,T000677,TM000239
10,0,7452,20183,32365,0,16403,11884,31713,0,10702,4384,729,44185,0,25338,1944,50,20,0,70,1,1,1,T000677,TM000239
11,6000,14246,13255,26499,0,11071,21053,27876,0,0,19204,0,40796,0,23907,1436,10,10,0,20,1,1,0,T000677,TM000239
12,0,13467,0,46533,0,22946,0,37054,0,1799,2297,0,55904,0,27970,921,0,0,0,0,0,0,0,T000677,TM000239
13,3000,25051,2751,29198,16353,31318,0,28682,0,5650,-741,0,55091,0,14074,2761,0,0,0,0,0,0,0,T000677,TM000239
14,3000,3869,28754,24377,0,13080,30352,16568,0,12999,5278,0,41723,0,16726,2345,10,50,0,60,0,1,1,T000677,TM000239
15,2999,12212,13651,31138,0,33182,8753,18065,0,849,4148,0,55003,0,16414,613,0,50,0,50,0,0,1,T000677,TM000239
16,6098,11050,0,42852,0,11934,0,48066,0,5299,4012,0,50689,0,28350,304,0,0,0,0,0,0,0,T000677,TM000239
0,0,59073,0,927,0,59388,0,612,0,0,60000,0,0,0,0,58461,0,0,0,0,0,0,0,T000778,TM000289
1,0,60000,0,0,0,60000,0,0,0,0,60000,0,0,0,0,60000,0,0,0,0,0,0,0,T000778,TM000289
2,0,17336,0,42664,0,20312,0,39688,0,7284,7759,0,44957,0,25052,4581,0,0,0,0,0,0,0,T000778,TM000289
3,5998,29588,14502,9912,3863,20634,0,39366,0,4117,13197,12562,30124,0,6529,4284,0,0,10,10,0,1,0,T000778,TM000289
4,3000,26450,9949,20601,21354,6639,18505,34856,0,13297,4215,0,42488,0,12427,1749,0,100,0,100,0,0,2,T000778,TM000289
5,6000,33903,20150,-53,10468,18073,16232,25695,0,4549,4143,0,51308,0,2264,3589,0,0,0,0,0,0,0,T000778,TM000289
6,3051,42133,0,14816,0,8976,21776,29248,0,6298,4256,10652,38794,0,10730,3365,0,60,0,60,1,0,1,T000778,TM000289
7,3050,24003,27900,5047,0,3382,29702,26916,0,1749,9590,0,48661,0,6022,2765,0,20,0,20,1,1,0,T000778,TM000289
8,6001,29123,8152,16724,0,8560,26805,24635,0,6399,3651,1651,48299,0,12472,1526,0,60,0,60,1,0,1,T000778,TM000289
9,9051,10297,34682,5970,0,8252,16701,35047,0,2599,19352,27902,10147,0,18043,7132,0,50,50,100,0,0,2,T000778,TM000289
10,0,34687,11721,13592,3944,22383,0,37617,0,900,1587,0,57513,0,10868,115,50,0,0,50,0,0,1,T000778,TM000289
11,5999,41393,9032,3576,46717,11071,0,48929,0,5201,3012,11432,40355,0,5047,1551,0,0,0,0,0,0,0,T000778,TM000289
12,6001,24595,12819,16585,0,17741,19906,22353,0,850,11624,23173,24353,0,13951,6318,0,60,20,80,1,2,1,T000778,TM000289
13,0,26190,0,33810,0,12001,0,47999,0,0,3756,0,56244,0,24477,102,0,0,0,0,0,0,0,T000778,TM000289
14,6000,29731,0,24269,0,2387,31704,25909,0,1800,5546,12501,40153,0,20443,820,0,20,0,20,1,1,0,T000778,TM000289
15,3000,27288,1732,27980,2910,12219,0,47781,0,3352,15174,0,41474,0,17617,3291,0,0,0,0,0,0,0,T000778,TM000289
16,2999,24549,5869,26583,1621,16687,13553,29760,0,8349,8401,0,43250,0,16283,4296,0,100,0,100,0,0,2,T000778,TM000289
0,0,60000,0,0,0,52919,0,7081,0,0,60000,0,0,0,0,52919,0,0,0,0,0,0,0,T000833,TM000317
1,0,60000,0,0,0,43261,0,16739,0,0,60000,0,0,0,0,43261,0,0,0,0,0,0,0,T000833,TM000317
2,5719,21358,0,32923,20150,21024,0,38976,0,854,19752,0,39394,0,22050,8281,0,0,0,0,0,0,0,T000833,TM000317
3,281,14881,14865,29973,0,30860,0,29140,0,0,1455,58466,79,0,11367,7714,10,0,0,10,0,1,0,T000833,TM000317
4,0,31370,0,28630,8896,40982,0,19018,0,1800,10586,26535,21079,0,5956,6174,0,0,50,50,0,0,1,T000833,TM000317
5,2999,15699,14405,26897,6231,21379,0,38621,0,850,31276,0,27874,0,12684,4591,50,0,0,50,0,0,1,T000833,TM000317
6,6100,7673,12754,33473,4455,12485,8102,39413,0,3401,40158,0,16441,0,10437,3999,10,50,0,60,0,1,1,T000833,TM000317
7,2951,20859,0,36190,14524,10937,15050,34013,0,5301,18741,0,35958,0,19701,1327,0,50,0,50,0,0,1,T000833,TM000317
8,5999,12598,23958,17445,14981,9434,29809,20757,0,3751,24571,0,31678,0,20491,4185,50,0,0,50,1,0,1,T000833,TM000317
9,5919,11091,0,42990,0,10574,0,49426,0,0,29823,0,30177,0,19761,1943,0,0,0,0,0,0,0,T000833,TM000317
10,80,10029,42269,7622,0,7356,22652,29992,0,2701,29532,0,27767,0,16422,4100,0,10,0,10,1,0,0,T000833,TM000317
11,0,0,60000,0,0,20092,0,39908,0,8101,9347,0,42552,0,15955,3060,0,0,0,0,0,0,0,T000833,TM000317
12,5970,20293,884,32853,0,22834,0,37166,0,5248,21707,0,33045,0,15815,7077,50,0,0,50,0,0,1,T000833,TM000317
13,3200,21339,21453,14008,0,15545,18853,25602,0,1100,27369,0,31531,0,7893,2262,10,10,0,20,1,1,0,T000833,TM000317
14,2831,17402,16902,22865,0,17080,0,42920,0,5202,19639,0,35159,0,14457,3176,0,0,0,0,0,0,0,T000833,TM000317
15,0,49675,1869,8456,0,17778,0,42222,0,1701,14338,0,43961,0,2258,4401,0,0,0,0,0,0,0,T000833,TM000317
16,6049,5808,16835,31308,0,20165,9601,30234,0,0,33951,0,26049,0,13435,4420,0,0,0,0,0,0,0,T000833,TM000317
0,0,60000,0,0,0,57173,0,2827,0,0,59508,0,492,0,0,56818,0,0,0,0,0,0,0,T000622,TM000211
1,0,60000,0,0,0,60000,0,0,0,0,60000,0,0,0,0,60000,0,0,0,0,0,0,0,T000622,TM000211
2,0,20368,0,39632,7200,10055,0,49945,0,1752,6312,0,51936,0,34254,2384,0,0,0,0,0,0,0,T000622,TM000211
3,9096,17054,3310,30540,2151,7674,13011,39315,0,9893,8788,3002,38317,0,21965,2373,0,50,0,50,0,0,1,T000622,TM000211
4,8950,20912,5651,24487,0,5089,25013,29898,0,1749,14863,5100,38288,0,17017,637,0,100,0,100,0,0,2,T000622,TM000211
5,0,4752,25053,30195,0,3786,13651,42563,0,0,1269,18755,39976,0,49034,0,50,50,10,110,1,0,2,T000622,TM000211
