minute,red_triage_time,red_idle_time,red_transport_time,red_walking_time,red_functional_delay,green_idle_time,green_transport_time,green_walking_time,green_functional_delay,blue_hammer_time,blue_idle_time,blue_transport_time,blue_walking_time,blue_functional_delay,concurrent_activity_time,concurrent_idle_time,red_score,green_score,blue_score,total_score,saved_type_A_victim,saved_type_B_victim,saved_type_C_victim,Trial_number,Team_number
16,3000,1802,1165,54033,3558,13098,3164,43738,0,1800,-365,6614,51951,0,42374,0,10,10,10,30,2,1,0,T000816,TM000308
0,0,60000,0,0,0,60000,0,0,0,0,57636,0,2364,0,0,57636,0,0,0,0,0,0,0,T000710,TM000255
1,0,60000,0,0,0,60000,0,0,0,0,60000,0,0,0,0,60000,0,0,0,0,0,0,0,T000710,TM000255
2,3000,17288,3851,35861,0,22662,0,37338,0,1800,10538,0,47662,0,25049,6072,0,0,0,0,0,0,0,T000710,TM000255
3,6000,11338,31802,10860,0,28969,0,31031,0,2003,1571,0,56426,0,10643,1430,0,0,0,0,0,0,0,T000710,TM000255
4,12000,22133,13001,12866,3575,7085,31386,21529,0,6547,8555,5252,39646,0,10571,1751,0,10,0,10,1,0,0,T000710,TM000255
5,0,22774,0,37226,0,3512,33088,23400,0,4350,3271,0,52379,0,28182,411,0,70,0,70,1,1,1,T000710,TM000255
6,9001,13619,16151,21229,0,9433,20755,29812,0,3749,3113,5751,47387,0,20570,1,0,20,0,20,1,1,0,T000710,TM000255
7,6000,19435,9950,24615,0,1759,29807,28434,0,2553,8123,0,49324,0,24502,1122,0,100,0,100,0,0,2,T000710,TM000255
8,3001,22584,6301,28114,0,16027,16252,27721,0,6250,9856,5704,38190,0,17597,2974,0,50,0,50,0,0,1,T000710,TM000255
9,12003,25686,9802,12509,11687,1020,33757,25223,0,899,34731,2601,21769,0,5187,2155,0,100,0,100,0,0,2,T000710,TM000255
10,0,26153,0,33847,0,6630,6556,46814,0,3700,1229,0,55071,0,27599,102,0,20,0,20,1,1,0,T000710,TM000255
11,6000,16193,5301,32506,0,10330,29363,20307,0,0,5028,7002,47970,0,25980,103,0,80,0,80,1,2,1,T000710,TM000255
12,0,15542,7621,36837,0,2054,34774,23172,0,4648,-422,4719,51055,0,35391,316,0,10,0,10,1,0,0,T000710,TM000255
13,6000,30004,5383,18613,0,7609,7782,44609,0,1899,5201,6730,46170,0,16604,207,10,10,0,20,1,1,0,T000710,TM000255
14,6002,12415,16502,25081,6131,7882,24701,27417,0,3800,2998,14055,39147,0,27098,1439,0,10,0,10,0,1,0,T000710,TM000255
15,6001,18872,11526,23601,3974,9260,21103,29637,0,0,15193,998,43809,0,20022,2055,10,60,0,70,0,2,1,T000710,TM000255
16,6038,4032,9532,40398,0,12739,3460,43801,0,851,5076,6350,47723,0,35030,0,50,10,0,60,1,0,1,T000710,TM000255
0,0,60000,0,0,0,0,0,60000,0,0,22845,0,37155,0,0,0,0,0,0,0,0,0,0,T000852,TM000326
1,0,60000,0,0,0,0,0,60000,0,0,18764,0,41236,0,0,0,0,0,0,0,0,0,0,T000852,TM000326
2,0,12708,0,47292,0,0,0,60000,0,4349,2601,3418,49632,0,42800,0,0,0,0,0,0,0,0,T000852,TM000326
3,6252,4605,3703,45440,0,0,0,60000,0,2101,4924,15868,37107,0,42727,0,0,10,0,10,1,0,0,T000852,TM000326
4,9147,14771,23052,13030,0,0,0,60000,0,7702,1568,12484,38246,0,27516,0,50,50,0,100,0,0,2,T000852,TM000326
5,9001,4353,22826,23820,0,0,0,60000,0,1101,2969,31852,24078,0,38228,0,50,50,0,100,0,0,2,T000852,TM000326
6,6101,3429,20132,30338,0,0,0,60000,0,3597,1695,19365,35343,0,43869,0,50,50,0,100,0,0,2,T000852,TM000326
7,0,13057,6320,40623,0,0,0,60000,0,4350,-871,28954,27567,0,41220,0,0,10,0,10,1,0,0,T000852,TM000326
8,6051,5953,25402,22594,0,0,0,60000,0,901,6730,15873,36496,0,39748,0,10,0,0,10,1,0,0,T000852,TM000326
9,2999,7868,18019,31114,0,0,0,60000,0,1800,3487,14338,40375,0,44549,0,10,100,0,110,0,1,2,T000852,TM000326
10,5951,4753,28806,20490,0,0,0,60000,0,7950,-2647,22502,32195,0,29588,0,50,10,0,60,1,0,1,T000852,TM000326
11,0,11435,0,48565,0,0,0,60000,0,4453,-275,0,55822,0,45409,0,0,0,0,0,0,0,0,T000852,TM000326
12,6000,12325,15509,26166,0,0,0,60000,0,2550,4707,5947,46796,0,33711,0,10,0,0,10,1,0,0,T000852,TM000326
13,6052,4328,32100,17520,8340,0,0,60000,0,850,2718,32926,23506,0,37859,0,50,0,10,60,0,1,1,T000852,TM000326
14,5999,6768,17203,30030,0,0,0,60000,0,3452,1846,5402,49300,0,42134,0,10,10,0,20,0,2,0,T000852,TM000326
15,3000,2545,0,54455,0,0,0,60000,0,5351,-3004,18153,39500,0,51192,0,0,50,0,50,0,0,1,T000852,TM000326
16,6050,2963,6253,44734,0,0,0,60000,0,2651,-1228,29682,28895,0,49667,0,10,60,0,70,1,1,1,T000852,TM000326
0,0,60000,0,0,0,60000,0,0,0,0,60000,0,0,0,0,60000,0,0,0,0,0,0,0,T000718,TM000259
1,0,60000,0,0,0,60000,0,0,0,0,60000,0,0,0,0,60000,0,0,0,0,0,0,0,T000718,TM000259
2,3001,8674,10413,37912,0,16394,0,43606,0,0,5355,6001,48644,0,39086,5011,10,0,0,10,0,1,0,T000718,TM000259
3,6048,12572,19019,22361,5492,21210,0,38790,0,2547,3971,20103,33379,0,23893,720,0,0,0,0,0,0,0,T000718,TM000259
4,5999,9922,7841,36238,0,12404,20022,27574,0,2603,164,28366,28867,0,31465,714,50,10,0,60,1,0,1,T000718,TM000259
5,8998,8924,13758,28320,0,0,37552,22448,0,3701,10612,26400,19287,0,37161,611,0,20,0,20,2,0,0,T000718,TM000259
6,2999,3272,6736,46993,0,9027,11438,39535,0,902,119,12386,46593,0,47367,0,50,100,50,200,0,0,4,T000718,TM000259
7,5999,18588,3961,31452,39919,7311,15017,37672,0,3650,11730,14967,29653,0,24495,2998,0,0,0,0,0,0,0,T000718,TM000259
8,5966,5186,18458,30390,0,6980,15537,37483,0,3702,12173,8486,35639,0,33345,1020,50,0,10,60,0,1,1,T000718,TM000259
9,31,7547,22356,30066,0,6260,2351,51389,0,0,1724,4353,53923,0,44830,0,50,0,10,60,1,0,1,T000718,TM000259
10,6000,9761,0,44239,0,11165,17756,31079,0,3550,3519,0,52931,0,32048,102,0,20,0,20,1,1,0,T000718,TM000259
11,5998,21431,11020,21551,16097,4624,18303,37073,0,5248,19882,0,34870,0,17820,1336,0,50,0,50,0,0,1,T000718,TM000259
12,0,4976,10038,44986,0,5108,0,54892,0,5398,-507,12117,42992,0,44922,0,50,0,0,50,0,0,1,T000718,TM000259
13,0,31642,0,28358,7488,17332,0,42668,0,851,1711,21095,36343,0,24774,814,0,0,0,0,0,0,0,T000718,TM000259
14,0,51202,0,8798,60000,16952,8152,34896,0,901,1246,0,57853,0,5934,103,0,0,0,0,0,0,0,T000718,TM000259
15,9000,16669,11401,22930,8742,15146,16355,28499,0,6765,6622,6504,40109,0,20985,2565,0,10,10,20,0,2,1,T000718,TM000259
16,9001,3252,15912,31835,431,8969,12906,38125,0,1881,3672,8051,46396,0,38310,409,10,50,0,60,0,1,1,T000718,TM000259
0,0,60000,0,0,0,57135,0,2865,0,0,60000,0,0,0,0,57135,0,0,0,0,0,0,0,T000695,TM000248
1,0,60000,0,0,0,60000,0,0,0,0,60000,0,0,0,0,60000,0,0,0,0,0,0,0,T000695,TM000248
2,0,9202,0,50798,0,21135,2215,36650,0,0,11461,0,48539,0,32005,5016,0,0,0,0,0,0,0,T000695,TM000248
3,12000,6876,0,41124,0,2859,20383,36758,0,3551,4500,0,51949,0,32352,407,0,10,0,10,0,1,0,T000695,TM000248
4,8950,13743,17770,19537,8642,8282,33102,18616,0,8399,5286,35620,10695,0,21372,1840,0,10,0,10,1,0,0,T000695,TM000248
5,0,25551,1383,33066,29371,4078,27941,27981,0,1749,3862,10783,43606,0,28642,1,50,20,50,120,1,1,2,T000695,TM000248
6,6000,12215,5504,36281,6929,8458,18072,33470,0,9100,8953,0,41947,0,26381,2547,0,50,0,50,0,0,1,T000695,TM000248
7,2950,10327,16370,30353,13232,17261,3832,38907,0,5352,8822,0,45826,0,24388,613,0,10,0,10,0,1,0,T000695,TM000248
8,0,20616,1981,37403,5519,8886,15705,35409,0,849,4157,0,54994,0,25791,0,0,50,0,50,0,0,1,T000695,TM000248
9,3000,21144,27702,8154,60000,19769,32553,7678,0,3051,5324,0,51625,0,3897,2956,0,10,0,10,0,1,0,T000695,TM000248
10,6251,22056,3852,27841,18010,19091,6174,34735,0,0,7746,0,52254,0,17394,1834,0,0,0,0,0,0,1,T000695,TM000248
11,2999,21698,0,35303,29831,8266,21634,30100,0,7670,4532,0,47798,0,23626,819,0,10,0,10,1,0,0,T000695,TM000248
12,3000,3316,29571,24113,42126,4527,12923,42550,0,9677,602,0,49721,0,31320,0,0,50,0,50,0,0,1,T000695,TM000248
13,9001,15002,19603,16394,19729,7363,40354,12283,0,3751,8815,5001,42433,0,17800,2,0,10,0,10,1,0,0,T000695,TM000248
14,0,4084,11685,44231,0,3971,8633,47396,0,10801,1782,2752,44665,0,41305,101,10,10,50,70,1,1,1,T000695,TM000248
15,3000,17198,21354,18448,0,17036,2850,40114,0,3550,3691,0,52759,0,27450,1833,50,0,0,50,0,0,1,T000695,TM000248
16,6249,8746,0,45005,15897,2258,3051,54691,0,4449,1870,0,53681,0,28020,1,0,0,0,0,0,0,0,T000695,TM000248
0,0,60000,0,0,0,60000,0,0,0,0,58361,0,1639,0,0,58361,0,0,0,0,0,0,0,T000806,TM000303
1,0,60000,0,0,0,39321,0,20679,0,0,60000,0,0,0,0,39321,0,0,0,0,0,0,0,T000806,TM000303
2,3001,13029,364,43606,2027,14586,0,45414,0,1801,9302,0,48897,0,32683,4951,0,0,0,0,0,0,0,T000806,TM000303
3,5999,10827,28004,15170,0,8621,0,51379,0,5151,14561,0,40288,0,23552,3597,50,0,0,50,0,0,1,T000806,TM000303
4,6001,13997,26407,13595,0,14744,0,45256,0,0,2041,0,57959,0,25582,305,10,0,0,10,1,0,0,T000806,TM000303
5,0,7979,34267,17754,0,14216,0,45784,0,2947,11773,0,45280,0,27758,1839,0,0,0,0,0,0,0,T000806,TM000303
6,0,11077,36437,12486,0,6000,0,54000,0,7819,3674,0,48507,0,26116,307,0,0,0,0,0,0,0,T000806,TM000303
7,8999,5148,0,45853,1178,9295,20607,30098,0,4736,8035,0,47229,0,33384,1635,0,60,0,60,1,1,1,T000806,TM000303
8,6002,17739,15201,21058,37732,715,25951,33334,0,850,13384,3651,42115,0,22473,410,0,0,0,0,0,0,0,T000806,TM000303
9,0,29730,0,30270,0,2652,26367,30981,0,3801,2838,0,53361,0,22405,0,0,50,0,50,0,0,1,T000806,TM000303
10,3051,35004,3501,18444,0,1733,28806,29461,0,1751,1836,0,56413,0,17554,307,0,100,0,100,0,0,2,T000806,TM000303
11,3000,10784,2501,43715,0,4281,20138,35581,0,3404,2222,0,54374,0,39981,714,0,60,0,60,1,0,1,T000806,TM000303
12,2998,15811,11851,29340,0,515,58368,1117,0,0,6240,0,53760,0,30423,103,10,50,0,60,1,0,1,T000806,TM000303
13,6002,15529,18168,20301,0,6202,53139,659,0,9947,6865,0,43188,0,17420,817,0,0,0,0,0,0,0,T000806,TM000303
14,3001,15623,22452,18924,12035,8326,17055,34619,0,4050,7815,0,48135,0,27426,511,50,50,0,100,0,0,2,T000806,TM000303
15,3000,4220,32386,20394,0,6054,21969,31977,0,1699,1872,0,56429,0,32510,0,10,10,0,20,1,1,0,T000806,TM000303
16,6001,14450,11003,28546,0,7698,2586,49716,0,2850,2176,7971,47003,0,27867,514,10,50,0,60,0,1,1,T000806,TM000303
0,0,42712,0,17288,0,60000,0,0,0,0,49920,0,10080,0,0,34476,0,0,0,0,0,0,0,T000750,TM000275
1,0,32354,0,27646,0,60000,0,0,0,0,25431,0,34569,0,0,13347,0,0,0,0,0,0,0,T000750,TM000275
2,4820,14083,0,41097,17640,29266,0,30734,0,853,14229,0,44918,0,25018,9368,0,0,0,0,0,0,0,T000750,TM000275
3,2000,17929,3997,36074,16881,36451,0,23549,0,4500,11676,3998,39826,0,13410,5189,0,0,0,0,0,0,0,T000750,TM000275
4,2232,9836,2950,44982,0,35525,0,24475,0,8899,8731,0,42370,0,13013,3088,0,0,0,0,0,0,0,T000750,TM000275
5,6000,13336,3503,37161,0,29708,0,30292,0,1750,13570,4550,40130,0,15752,4583,0,0,0,0,0,0,0,T000750,TM000275
6,3000,12577,3101,41322,11562,38154,0,21846,0,2869,18772,0,38359,0,13111,4609,0,0,0,0,0,0,0,T000750,TM000275
7,6046,11886,5071,36997,0,33216,0,26784,0,1731,13143,0,45126,0,14487,3171,0,0,0,0,0,0,0,T000750,TM000275
8,6098,9380,6851,37671,9501,36088,0,23912,0,0,24787,8216,26997,0,8912,4308,0,0,0,0,0,0,0,T000750,TM000275
9,2950,26753,6435,23862,10642,20670,0,39330,0,1849,32574,85,25492,0,8302,6561,0,0,0,0,0,0,0,T000750,TM000275
10,11999,10827,6569,30605,6951,30290,0,29710,0,1901,7800,7567,42732,0,14146,3271,0,0,0,0,0,0,0,T000750,TM000275
11,0,24461,9186,26353,33656,18758,1618,39624,0,2369,19905,5183,32543,0,11002,1539,0,0,0,0,0,0,0,T000750,TM000275
12,6000,12287,24308,17405,6882,4822,45254,9924,0,1331,25684,27804,5181,0,11142,4206,0,70,0,70,1,1,1,T000750,TM000275
13,12049,13283,15371,19297,20325,12310,26708,20982,0,900,7430,10868,40802,0,21111,1945,0,20,0,20,0,2,0,T000750,TM000275
14,2999,12230,21848,22923,0,7283,38020,14697,0,1799,26691,284,31226,0,17451,2988,0,20,0,20,1,1,0,T000750,TM000275
15,2999,3495,37667,15839,0,9916,24041,26043,0,0,4704,40602,14694,0,29384,1222,10,110,10,130,1,2,2,T000750,TM000275
16,0,1024,9451,49525,0,6727,30214,23059,0,0,24429,0,35571,0,28308,0,10,70,0,80,3,0,1,T000750,TM000275
0,0,56459,0,3541,0,55651,0,4349,0,0,55268,0,4732,0,534,50255,0,0,0,0,0,0,0,T000621,TM000211
1,0,60000,0,0,0,60000,0,0,0,0,60000,0,0,0,0,60000,0,0,0,0,0,0,0,T000621,TM000211
2,3002,16492,0,40506,17523,19797,0,40203,0,4122,6401,0,49477,0,30644,5640,0,0,0,0,0,0,0,T000621,TM000211
3,2999,12676,21352,22973,13928,17890,0,42110,0,3931,17888,13164,25017,0,19114,3876,50,0,10,60,0,1,1,T000621,TM000211
4,8903,8458,18823,23816,0,15635,0,44365,0,850,13595,3173,42382,0,22285,442,0,0,0,0,0,0,0,T000621,TM000211
5,5999,6669,25134,22198,0,16796,14570,28634,0,5551,1271,11133,42045,0,28544,520,10,0,10,20,1,1,0,T000621,TM000211
6,6050,4122,16723,33105,0,7182,19846,32972,0,4599,11905,14324,29172,0,30884,525,0,110,0,110,1,0,2,T000621,TM000211
7,6050,2984,23006,27960,0,8897,3101,48002,0,0,1610,9533,48857,0,36890,0,50,0,10,60,1,0,1,T000621,TM000211
8,0,2987,21288,35725,0,16362,0,43638,0,2699,2052,0,55249,0,39300,0,20,0,0,20,1,1,0,T000621,TM000211
9,3050,5617,22171,29162,13158,17277,0,42723,0,1750,5732,0,52518,0,34479,1272,0,0,0,0,0,0,0,T000621,TM000211
10,5524,5236,27431,21809,0,26845,0,33155,0,9893,6686,10474,32947,0,13302,2433,50,0,0,50,0,0,1,T000621,TM000211
11,6431,5321,28506,19742,0,9948,21453,28599,0,3374,2052,3982,50592,0,32562,217,20,50,10,80,1,2,1,T000621,TM000211
12,6000,3132,11804,39064,0,16338,0,43662,0,6579,1068,27304,25049,0,33231,1366,50,0,10,60,1,0,1,T000621,TM000211
13,6151,20643,1922,31284,0,12280,0,47720,0,5501,245,1651,52603,0,24592,532,0,0,0,0,0,0,0,T000621,TM000211
14,2999,1110,35907,19984,0,9517,22401,28082,0,6725,10976,0,42299,0,30787,0,10,10,0,20,1,1,0,T000621,TM000211
15,0,2866,4582,52552,0,11954,0,48046,0,8531,4263,0,47206,0,35353,214,50,0,0,50,0,0,1,T000621,TM000211
16,3000,4418,22699,29883,0,17238,0,42762,0,5302,403,0,54295,0,25020,1479,0,0,0,0,0,0,0,T000621,TM000211
0,0,45612,0,14388,0,60000,0,0,0,0,60000,0,0,0,0,45612,0,0,0,0,0,0,0,T000817,TM000309
1,0,60000,0,0,0,60000,0,0,0,0,60000,0,0,0,0,60000,0,0,0,0,0,0,0,T000817,TM000309
2,0,10907,0,49093,0,21053,0,38947,0,0,7406,0,52594,0,36694,5777,0,0,0,0,0,0,0,T000817,TM000309
3,4325,15325,0,40350,35321,28831,0,31169,0,5649,-1328,0,55679,0,21460,529,0,0,0,0,0,0,0,T000817,TM000309
4,1674,962,50549,6815,0,21743,13011,25246,0,3448,1481,12506,42565,0,29815,1549,50,10,0,60,1,0,1,T000817,TM000309
5,9001,3340,19601,28058,3270,21658,1725,36617,0,3550,6457,14802,35191,0,24816,1081,0,0,10,10,0,1,0,T000817,TM000309
6,6002,12000,15652,26346,7177,738,47780,11482,0,853,9784,10602,38761,0,33297,831,50,60,10,120,1,1,2,T000817,TM000309
7,3000,9784,23025,24191,11172,4407,0,55593,0,1999,9169,0,48832,0,34818,917,0,0,0,0,0,0,0,T000817,TM000309
8,6001,3817,37430,12752,0,9094,0,50906,0,0,9322,10603,40075,0,32959,408,50,0,10,60,1,0,1,T000817,TM000309
9,0,2265,40626,17109,0,11952,0,48048,0,5298,-1220,0,55922,0,38945,305,0,0,0,0,0,0,0,T000817,TM000309
10,0,611,56726,2663,0,10509,0,49491,0,0,939,0,59061,0,47029,101,0,0,0,0,0,0,0,T000817,TM000309
11,3000,9742,0,47258,0,14585,15226,30189,0,5301,842,4152,49705,0,28940,103,0,0,50,50,0,0,1,T000817,TM000309
12,0,538,58150,1312,0,20400,36928,2672,0,3402,-225,0,56823,0,5614,816,0,0,0,0,0,0,0,T000817,TM000309
13,8997,3552,20806,26645,4646,57159,0,2841,0,2829,6912,0,50259,0,2170,4736,60,0,0,60,1,0,1,T000817,TM000309
14,5999,6975,16727,30299,0,9612,23853,26535,0,874,15576,20578,22972,0,27020,206,50,10,10,70,0,2,1,T000817,TM000309
15,13899,-1094,21833,25362,0,20292,17776,21932,0,1751,5300,8478,44471,0,27842,1327,30,0,0,30,3,0,0,T000817,TM000309
16,0,0,27954,32046,0,9842,5027,45131,0,0,2249,0,57751,0,46072,0,10,10,0,20,0,2,0,T000817,TM000309
0,0,60000,0,0,0,60000,0,0,0,0,60000,0,0,0,0,60000,0,0,0,0,0,0,0,T000745,TM000273
1,0,60000,0,0,0,60000,0,0,0,0,60000,0,0,0,0,60000,0,0,0,0,0,0,0,T000745,TM000273
2,0,18661,0,41339,0,30925,0,29075,0,3554,11149,0,45297,0,23083,9428,0,0,0,0,0,0,0,T000745,TM000273
3,9048,15007,20951,14994,4831,21824,24069,14107,0,1801,26750,0,31449,0,16096,10368,0,10,0,10,1,0,0,T000745,TM000273
4,0,8861,0,51139,0,14553,18005,27442,0,0,18496,0,41504,0,20425,103,0,60,0,60,0,1,1,T000745,TM000273
5,5999,16398,14518,23085,11737,23392,21669,14939,0,2600,23977,0,33423,0,5426,3469,0,0,0,0,0,0,0,T000745,TM000273
6,0,6541,10136,43323,1708,37454,3832,18714,0,0,20903,0,39097,0,14507,2140,10,50,0,60,0,1,1,T000745,TM000273
7,3969,6843,0,49188,10635,22170,15402,22428,0,1751,19205,0,39044,0,24172,4494,0,50,0,50,0,0,1,T000745,TM000273
8,2430,11895,24153,21522,0,47705,0,12295,0,1751,41069,0,17180,0,2344,11857,50,0,0,50,0,0,1,T000745,TM000273
9,5999,18747,25353,9901,0,12637,44102,3261,0,8898,35568,0,15534,0,6555,12265,10,50,0,60,0,1,1,T000745,TM000273
10,3000,1594,14869,40537,0,44868,0,15132,0,6401,23592,0,30007,0,5437,2138,0,0,0,0,0,0,0,T000745,TM000273
11,3001,1401,20453,35145,0,28413,10750,20837,0,10798,20504,0,28698,0,14226,1438,10,0,0,10,1,0,0,T000745,TM000273
12,6150,16723,16103,21024,15830,30860,23351,5789,0,1799,45470,0,12731,0,2035,17253,10,0,0,10,0,1,0,T000745,TM000273
13,0,5524,5984,48492,0,52137,0,7863,0,17251,17044,2151,23554,0,7351,2762,10,0,50,60,0,1,1,T000745,TM000273
14,0,12411,0,47589,0,57243,0,2757,0,3800,17741,0,38459,0,1730,6375,0,0,0,0,0,0,0,T000745,TM000273
15,6000,10554,0,43446,3247,19807,13302,26891,0,4402,19246,0,36352,0,15520,1225,0,50,0,50,0,0,1,T000745,TM000273
16,3001,10882,22704,23413,10000,4526,33352,22122,0,901,24165,0,34934,0,16404,3787,50,10,0,60,1,0,1,T000745,TM000273
0,0,60000,0,0,0,56121,0,3879,0,0,60000,0,0,0,0,56121,0,0,0,0,0,0,0,T000719,TM000260
1,0,60000,0,0,0,60000,0,0,0,0,60000,0,0,0,0,60000,0,0,0,0,0,0,0,T000719,TM000260
2,2674,9040,0,48286,0,12157,0,47843,0,4620,6947,0,48433,0,39765,5554,0,0,0,0,0,0,0,T000719,TM000260
3,6851,3500,25300,24349,0,20739,0,39261,0,2600,12343,14394,30663,0,22712,2698,50,0,10,60,0,1,1,T000719,TM000260
4,8477,9573,9126,32824,13626,17421,0,42579,0,0,3472,18356,38172,0,28462,3477,0,0,10,10,0,1,0,T000719,TM000260
5,0,1540,46478,11982,0,5507,21752,32741,0,2850,1290,25681,30179,0,42147,0,50,10,10,70,2,0,1,T000719,TM000260
6,6000,12170,23953,17877,21726,7769,35675,16556,0,850,15016,25306,18828,0,21175,2341,50,0,10,60,1,0,1,T000719,TM000260
7,0,8466,0,51534,0,4288,12627,43085,0,0,7245,0,52755,0,44181,509,0,0,0,0,0,0,0,T000719,TM000260
8,3001,6702,32253,18044,0,9087,0,50913,0,850,11866,0,47284,0,33772,308,50,0,0,50,0,0,1,T000719,TM000260
9,8999,5073,22177,23751,7169,52485,0,7515,0,0,15759,0,44241,0,7061,7816,10,0,0,10,1,0,0,T000719,TM000260
10,0,2974,41481,15545,0,13630,0,46370,0,8398,18456,19500,13646,0,18975,3936,60,0,0,60,0,1,1,T000719,TM000260
11,5998,9539,17957,26506,0,11827,0,48173,0,2601,14355,11550,31494,0,23753,922,60,0,0,60,0,1,1,T000719,TM000260
12,9050,6559,14003,30388,0,17920,0,42080,0,2800,18040,725,38435,0,23649,4094,50,0,0,50,0,0,1,T000719,TM000260
13,3000,4292,32501,20207,0,7887,18876,33237,0,9202,7462,27880,15456,0,26233,2441,0,0,10,10,0,1,0,T000719,TM000260
14,7724,5696,12803,33777,0,4083,10728,45189,0,3898,5498,11481,39123,0,35561,104,10,10,50,70,1,1,1,T000719,TM000260
15,1275,5598,25103,28024,0,7751,10302,41947,0,850,7168,4426,47556,0,39853,817,10,10,0,20,1,1,0,T000719,TM000260
16,9000,9665,9356,31979,8388,20821,0,39179,0,0,13396,20353,26251,0,25195,5100,10,0,50,60,1,0,1,T000719,TM000260
0,0,40421,0,19579,0,56010,0,3990,0,0,59031,0,969,0,103,39144,0,0,0,0,0,0,0,T000658,TM000229
1,0,25818,0,34182,0,58516,0,1484,0,0,56017,0,3983,0,114,22362,0,0,0,0,0,0,0,T000658,TM000229
2,3001,4291,0,52708,8663,20575,0,39425,0,2600,6223,0,51177,0,35063,3574,0,0,0,0,0,0,0,T000658,TM000229
3,3601,13253,11899,31247,15874,17061,12412,30527,0,900,15292,16295,27513,0,23841,3033,0,50,0,50,0,0,1,T000658,TM000229
4,9100,6226,3673,41001,0,3430,13105,43465,0,5301,12932,1224,40543,0,36624,882,0,10,0,10,1,0,0,T000658,TM000229
5,5023,6242,23727,25008,0,535,26010,33455,0,11546,2301,9131,37022,0,32981,0,0,100,0,100,0,0,2,T000658,TM000229
6,7022,7236,8612,37130,10077,1977,29409,28614,0,3491,13597,4751,38161,0,29231,0,10,20,0,30,2,1,0,T000658,TM000229
7,6001,4565,18358,31076,13208,3950,15208,40842,0,848,10170,8001,40981,0,35250,0,10,100,0,110,0,1,2,T000658,TM000229
8,11374,6693,28659,13274,9647,3600,18630,37770,0,2652,16565,13953,26830,0,21216,1286,10,0,0,10,0,1,0,T000658,TM000229
9,8455,5012,1453,45080,0,8123,17485,34392,0,3151,8868,27406,20575,0,26639,1443,10,60,0,70,1,1,1,T000658,TM000229
10,7324,12331,5905,34440,10862,2376,33381,24243,0,2751,2447,0,54802,0,35347,226,0,20,0,20,1,1,0,T000658,TM000229
11,5999,11094,17549,25358,9052,35269,3027,21704,0,854,14947,13501,30698,0,11805,2250,10,10,0,20,1,1,0,T000658,TM000229
12,0,421,23016,36563,0,20141,0,39859,0,1751,979,0,57270,0,37865,0,100,0,0,100,0,0,2,T000658,TM000229
13,6097,8825,0,45078,0,9684,17753,32563,0,4496,4838,9201,41465,0,36467,1680,0,10,0,10,0,1,0,T000658,TM000229
14,9003,6325,13062,31610,18756,6625,36388,16987,0,4901,4226,8968,41905,0,30007,108,10,10,0,20,1,1,0,T000658,TM000229
15,3005,1805,18156,37034,0,5661,18635,35704,0,2673,9677,0,47650,0,39894,0,50,60,0,110,1,0,2,T000658,TM000229
16,3050,5642,0,51308,0,25088,13304,21608,0,1725,3618,0,54657,0,27180,212,0,50,0,50,0,0,1,T000658,TM000229
0,0,60000,0,0,0,60000,0,0,0,0,59487,0,513,0,0,59487,0,0,0,0,0,0,0,T000736,TM000268
1,0,60000,0,0,0,60000,0,0,0,0,60000,0,0,0,0,60000,0,0,0,0,0,0,0,T000736,TM000268
2,3670,16560,0,39770,20226,14259,0,45741,0,3452,9797,0,46751,0,32393,6066,0,0,0,0,0,0,0,T000736,TM000268
3,6130,12819,4401,36650,4045,5616,22067,32317,0,0,10696,9552,39752,0,32057,510,0,110,0,110,0,1,2,T000736,TM000268
4,5999,10551,11001,32449,0,10929,12952,36119,0,2122,7754,9802,40322,0,30810,1027,0,50,0,50,0,0,1,T000736,TM000268
5,12000,10087,11252,26661,6021,2040,35521,22439,0,1330,12731,11803,34136,0,27741,1120,0,0,0,0,0,0,0,T000736,TM000268
6,0,14788,0,45212,0,0,39604,20396,0,1749,9955,0,48296,0,34993,310,0,0,0,0,0,0,0,T000736,TM000268
7,5998,8215,31554,14233,6130,1959,31989,26052,0,1751,8459,2648,47142,0,37796,0,50,80,0,130,2,1,2,T000736,TM000268
8,7799,5071,22907,24223,0,8501,14352,37147,0,1750,7351,8200,42699,0,32393,1740,10,10,0,20,1,1,0,T000736,TM000268
9,6000,4837,6823,42340,0,12371,2220,45409,0,1100,7087,1802,50011,0,33205,510,0,0,0,0,0,0,0,T000736,TM000268
10,5952,2238,18089,33721,0,2758,27308,29934,0,801,12509,6350,40340,0,40030,0,60,30,0,90,3,1,1,T000736,TM000268
11,5998,5837,5452,42713,0,7755,16247,35998,0,851,4664,6351,48134,0,40003,819,0,20,0,20,0,2,0,T000736,TM000268
12,12051,12586,7771,27592,17313,3570,17726,38704,0,1222,14460,13702,30616,0,24070,0,0,60,0,60,1,0,1,T000736,TM000268
13,5950,7243,9782,37025,0,5212,15289,39499,0,479,7757,9251,42513,0,37242,817,0,70,0,70,0,2,1,T000736,TM000268
14,6000,9047,13952,31001,0,1530,31425,27045,0,850,11361,4950,42839,0,36847,0,0,20,0,20,1,1,0,T000736,TM000268
15,2999,9088,4351,43562,7825,206,28138,31656,0,6299,6296,0,47405,0,38901,0,0,110,0,110,1,0,2,T000736,TM000268
