"","minute","time","trial","team","X","process_effort_s","process_skill_use_s","process_workload_burnt","comms_total_words","comms_equity","triage_count","team_score","elapsed_ms","team_score_agg","critic_victim","noncritic_victim","BLUE_anger","BLUE_marking_skill","BLUE_mission_knowledge","BLUE_role","BLUE_anxiety","BLUE_gaming_experience","BLUE_sbsod","BLUE_rmie","BLUE_walking_skill","BLUE_transporting_skill","RED_anger","RED_marking_skill","RED_mission_knowledge","RED_role","RED_anxiety","RED_gaming_experience","RED_sbsod","RED_rmie","RED_walking_skill","RED_transporting_skill","GREEN_anger","GREEN_marking_skill","GREEN_mission_knowledge","GREEN_role","GREEN_anxiety","GREEN_gaming_experience","GREEN_sbsod","GREEN_rmie","GREEN_walking_skill","GREEN_transporting_skill","team_marking_skill_sd","team_rmie_mean","team_transporting_skill_sd","team_anger_sd","team_gaming_experience_sd","team_walking_skill_mean","team_transporting_skill_mean","team_mission_knowledge_mean","team_rmie_sd","team_anger_mean","team_sbsod_mean","team_sbsod_sd","team_gaming_experience_mean","team_mission_knowledge_sd","team_anxiety_mean","team_anxiety_sd","team_walking_skill_sd","team_marking_skill_mean","Blue","Green","Red","time.1","filename","study","condition.id","condition.agent.name","map.order","red_triage_time","red_idle_time","red_transport_time","red_walking_time","red_functional_delay","green_idle_time","green_transport_time","green_walking_time","green_functional_delay","blue_hammer_time","blue_idle_time","blue_transport_time","blue_walking_time","blue_functional_delay","concurrent_activity_time","concurrent_idle_time","red_score","green_score","blue_score","total_score","saved_type_A_victim","saved_type_B_victim","saved_type_C_victim","Trial_number","Team_number","team_functional_delay","team_idle_time","mission","lagcomms","diffcomms","cumidle","cumactive","cumdelay","cumeffort","cumskilluse","cumstrategy"
"11",14,"00:14:00","T000601","TM000201",14,26.05,12.92,0.00650783333333333,968.666666666667,559.333333333333,0,60,894107,360,1,10,1,3.16,50,"Engineering_Specialist",2.5,4,5.2,0.75,0.283,3.48,1,4.17,30,"Medical_Specialist",1,5,4.2,0.833,0.216,3.18,1,7.87,20,"Transport_Specialist",1.5,4.5,4.4,0.778,0.202,7.25,2.03,0.787,1.85,0,0.408,0.234,4.64,33.3,0.0346,1,4.6,0.432,4.5,12.5,1.67,0.624,0.0355,5.07,"E000608","E000606","E000622","0 days 00:14:03.838000000","HSRData_TrialMessages_Trial-T000601_Team-TM000201_Member-na_CondBtwn-none_CondWin-na_Vers-6.metadata","asist3",1,"No Advisor","A-B",0,14667,0,45333,0,16447,7688,35865,0,0,3179,7550,49271,0,31966,0,0,50,10,60,0,1,1,"T000601","TM000201",0,34293,1,912.166666666667,56.5,18212,296870,29903,269.283333333333,156.255,0.0598915
"12",15,"00:15:00","T000601","TM000201",15,24.35,16.9,0.0100716666666667,1040.16666666667,600.5,0.666666666666667,20,954318,380,0,20,1,3.16,50,"Engineering_Specialist",2.5,4,5.2,0.75,0.283,3.48,1,4.17,30,"Medical_Specialist",1,5,4.2,0.833,0.216,3.18,1,7.87,20,"Transport_Specialist",1.5,4.5,4.4,0.778,0.202,7.25,2.03,0.787,1.85,0,0.408,0.234,4.64,33.3,0.0346,1,4.6,0.432,4.5,12.5,1.67,0.624,0.0355,5.07,"E000608","E000606","E000622","0 days 00:15:04.127000000","HSRData_TrialMessages_Trial-T000601_Team-TM000201_Member-na_CondBtwn-none_CondWin-na_Vers-6.metadata","asist3",1,"No Advisor","A-B",11997,11146,14918,21939,0,5964,18601,35435,0,10605,17382,0,32013,0,15788,1258,10,10,0,20,1,1,0,"T000601","TM000201",0,34492,1,968.666666666667,71.5000000000002,19470,312658,29903,293.633333333333,173.155,0.0699631666666667
"13",16,"00:16:00","T000601","TM000201",16,25.76,12.554,0.0080084,1103,636.8,0.2,60,1004512,440,1,10,1,3.16,50,"Engineering_Specialist",2.5,4,5.2,0.75,0.283,3.48,1,4.17,30,"Medical_Specialist",1,5,4.2,0.833,0.216,3.18,1,7.87,20,"Transport_Specialist",1.5,4.5,4.4,0.778,0.202,7.25,2.03,0.787,1.85,0,0.408,0.234,4.64,33.3,0.0346,1,4.6,0.432,4.5,12.5,1.67,0.624,0.0355,5.07,"E000608","E000606","E000622","0 days 00:16:04.351000000","HSRData_TrialMessages_Trial-T000601_Team-TM000201_Member-na_CondBtwn-none_CondWin-na_Vers-6.metadata","asist3",1,"No Advisor","A-B",5999,6751,8835,38415,0,8820,18252,32928,0,3648,2122,0,54230,0,36701,769,10,50,0,60,1,0,1,"T000601","TM000201",0,17693,1,1040.16666666667,62.8333333333333,20239,349359,29903,319.393333333333,185.709,0.0779715666666667
"14",4,"00:04:00","T000602","TM000201",4,25.7166666666667,10.7533333333333,0.006552,326.166666666667,188.166666666667,0.166666666666667,10,291609,70,0,10,1,3.16,50,"Engineering_Specialist",2.5,4,5.2,0.75,0.283,3.48,1,4.17,30,"Medical_Specialist",1,5,4.2,0.833,0.216,3.18,1,7.87,20,"Transport_Specialist",1.5,4.5,4.4,0.778,0.202,7.25,2.03,0.787,1.85,0,0.408,0.234,4.64,33.3,0.0346,1,4.6,0.432,4.5,12.5,1.67,0.624,0.0355,5.07,"E000608","E000606","E000622","0 days 00:04:01.327000000","HSRData_TrialMessages_Trial-T000602_Team-TM000201_Member-na_CondBtwn-none_CondWin-na_Vers-6.metadata","asist3",1,"No Advisor","A-B",2999,9593,8451,38957,320,8247,15675,36078,0,1800,6227,0,51973,0,36435,0,0,10,0,10,1,0,0,"T000602","TM000201",320,24067,2,272,54.1666666666667,0,36435,320,25.7166666666667,10.7533333333333,0.006552
"15",5,"00:05:00","T000602","TM000201",5,26.1666666666667,12.63,0.0072185,410,236.666666666667,0.333333333333333,110,352013,180,2,10,1,3.16,50,"Engineering_Specialist",2.5,4,5.2,0.75,0.283,3.48,1,4.17,30,"Medical_Specialist",1,5,4.2,0.833,0.216,3.18,1,7.87,20,"Transport_Specialist",1.5,4.5,4.4,0.778,0.202,7.25,2.03,0.787,1.85,0,0.408,0.234,4.64,33.3,0.0346,1,4.6,0.432,4.5,12.5,1.67,0.624,0.0355,5.07,"E000608","E000606","E000622","0 days 00:05:01.667000000","HSRData_TrialMessages_Trial-T000602_Team-TM000201_Member-na_CondBtwn-none_CondWin-na_Vers-6.metadata","asist3",1,"No Advisor","A-B",5999,9228,10701,34072,5376,1874,22858,35268,0,1705,6166,9101,43028,0,37437,207,0,110,0,110,0,1,2,"T000602","TM000201",5376,17268,2,326.166666666667,83.8333333333333,207,73872,5696,51.8833333333333,23.3833333333333,0.0137705
"16",6,"00:06:00","T000602","TM000201",6,28.5666666666667,15.4066666666667,0.0104083333333333,467.166666666667,269.833333333333,0.333333333333333,20,412255,200,0,20,1,3.16,50,"Engineering_Specialist",2.5,4,5.2,0.75,0.283,3.48,1,4.17,30,"Medical_Specialist",1,5,4.2,0.833,0.216,3.18,1,7.87,20,"Transport_Specialist",1.5,4.5,4.4,0.778,0.202,7.25,2.03,0.787,1.85,0,0.408,0.234,4.64,33.3,0.0346,1,4.6,0.432,4.5,12.5,1.67,0.624,0.0355,5.07,"E000608","E000606","E000622","0 days 00:06:02.015000000","HSRData_TrialMessages_Trial-T000602_Team-TM000201_Member-na_CondBtwn-none_CondWin-na_Vers-6.metadata","asist3",1,"No Advisor","A-B",5998,2967,0,51035,0,11055,16202,32743,0,3499,-867,0,57368,0,40045,102,0,20,0,20,2,0,0,"T000602","TM000201",0,13155,2,410,57.1666666666667,309,113917,5696,80.45,38.79,0.0241788333333333
"17",7,"00:07:00","T000602","TM000201",7,28.0166666666667,12.15,0.00722333333333333,532.5,307.333333333333,0,10,472514,210,0,10,1,3.16,50,"Engineering_Specialist",2.5,4,5.2,0.75,0.283,3.48,1,4.17,30,"Medical_Specialist",1,5,4.2,0.833,0.216,3.18,1,7.87,20,"Transport_Specialist",1.5,4.5,4.4,0.778,0.202,7.25,2.03,0.787,1.85,0,0.408,0.234,4.64,33.3,0.0346,1,4.6,0.432,4.5,12.5,1.67,0.624,0.0355,5.07,"E000608","E000606","E000622","0 days 00:07:02.260000000","HSRData_TrialMessages_Trial-T000602_Team-TM000201_Member-na_CondBtwn-none_CondWin-na_Vers-6.metadata","asist3",1,"No Advisor","A-B",0,4949,0,55051,0,4805,16877,38318,0,3173,30,0,56797,0,47908,311,0,10,0,10,0,1,0,"T000602","TM000201",0,9784,2,467.166666666667,65.3333333333333,620,161825,5696,108.466666666667,50.94,0.0314021666666667
"18",8,"00:08:00","T000602","TM000201",8,26.6,6.75066666666667,0.00395616666666667,582,336.166666666667,0.166666666666667,0,532817,210,0,0,1,3.16,50,"Engineering_Specialist",2.5,4,5.2,0.75,0.283,3.48,1,4.17,30,"Medical_Specialist",1,5,4.2,0.833,0.216,3.18,1,7.87,20,"Transport_Specialist",1.5,4.5,4.4,0.778,0.202,7.25,2.03,0.787,1.85,0,0.408,0.234,4.64,33.3,0.0346,1,4.6,0.432,4.5,12.5,1.67,0.624,0.0355,5.07,"E000608","E000606","E000622","0 days 00:08:02.593000000","HSRData_TrialMessages_Trial-T000602_Team-TM000201_Member-na_CondBtwn-none_CondWin-na_Vers-6.metadata","asist3",1,"No Advisor","A-B",3000,6913,0,50087,0,8260,2423,49317,0,2074,5200,0,52726,0,41808,2430,0,0,0,0,0,0,0,"T000602","TM000201",0,20373,2,532.5,49.5,3050,203633,5696,135.066666666667,57.6906666666667,0.0353583333333333
"19",9,"00:09:00","T000602","TM000201",9,25.0333333333333,11.2983333333333,0.00503016666666667,605.833333333333,349.833333333333,0.333333333333333,50,592983,260,1,0,1,3.16,50,"Engineering_Specialist",2.5,4,5.2,0.75,0.283,3.48,1,4.17,30,"Medical_Specialist",1,5,4.2,0.833,0.216,3.18,1,7.87,20,"Transport_Specialist",1.5,4.5,4.4,0.778,0.202,7.25,2.03,0.787,1.85,0,0.408,0.234,4.64,33.3,0.0346,1,4.6,0.432,4.5,12.5,1.67,0.624,0.0355,5.07,"E000608","E000606","E000622","0 days 00:09:02.876000000","HSRData_TrialMessages_Trial-T000602_Team-TM000201_Member-na_CondBtwn-none_CondWin-na_Vers-6.metadata","asist3",1,"No Advisor","A-B",5999,9925,11202,32874,0,6991,26556,26453,0,1201,4756,10252,43791,0,31921,424,0,50,0,50,0,0,1,"T000602","TM000201",0,21672,2,582,23.8333333333334,3474,235554,5696,160.1,68.989,0.0403885
"20",10,"00:10:00","T000602","TM000201",10,27.6166666666667,15.0233333333333,0.00648466666666667,654.5,378,0.333333333333333,70,653124,330,1,20,1,3.16,50,"Engineering_Specialist",2.5,4,5.2,0.75,0.283,3.48,1,4.17,30,"Medical_Specialist",1,5,4.2,0.833,0.216,3.18,1,7.87,20,"Transport_Specialist",1.5,4.5,4.4,0.778,0.202,7.25,2.03,0.787,1.85,0,0.408,0.234,4.64,33.3,0.0346,1,4.6,0.432,4.5,12.5,1.67,0.624,0.0355,5.07,"E000608","E000606","E000622","0 days 00:10:02.983000000","HSRData_TrialMessages_Trial-T000602_Team-TM000201_Member-na_CondBtwn-none_CondWin-na_Vers-6.metadata","asist3",1,"No Advisor","A-B",5992,6685,7349,39974,0,314,41300,18386,0,3452,2286,5992,48270,0,39325,213,0,70,0,70,0,2,1,"T000602","TM000201",0,9285,2,605.833333333333,48.6666666666666,3687,274879,5696,187.716666666667,84.0123333333333,0.0468731666666667
"21",11,"00:11:00","T000602","TM000201",11,26.7166666666667,18.9333333333333,0.0156666666666667,749.666666666667,433,0.333333333333333,10,713270,340,0,10,1,3.16,50,"Engineering_Specialist",2.5,4,5.2,0.75,0.283,3.48,1,4.17,30,"Medical_Specialist",1,5,4.2,0.833,0.216,3.18,1,7.87,20,"Transport_Specialist",1.5,4.5,4.4,0.778,0.202,7.25,2.03,0.787,1.85,0,0.408,0.234,4.64,33.3,0.0346,1,4.6,0.432,4.5,12.5,1.67,0.624,0.0355,5.07,"E000608","E000606","E000622","0 days 00:11:03.130000000","HSRData_TrialMessages_Trial-T000602_Team-TM000201_Member-na_CondBtwn-none_CondWin-na_Vers-6.metadata","asist3",1,"No Advisor","A-B",6001,3155,4954,45890,9155,20828,7178,31994,0,0,5571,4342,50087,0,29905,1299,0,10,0,10,1,0,0,"T000602","TM000201",9155,29554,2,654.5,95.1666666666665,4986,304784,14851,214.433333333333,102.945666666667,0.0625398333333333
"22",12,"00:12:00","T000602","TM000201",12,24.0666666666667,18.2933333333333,0.0110261666666667,841.666666666667,486.166666666667,0.666666666666667,60,773551,400,1,10,1,3.16,50,"Engineering_Specialist",2.5,4,5.2,0.75,0.283,3.48,1,4.17,30,"Medical_Specialist",1,5,4.2,0.833,0.216,3.18,1,7.87,20,"Transport_Specialist",1.5,4.5,4.4,0.778,0.202,7.25,2.03,0.787,1.85,0,0.408,0.234,4.64,33.3,0.0346,1,4.6,0.432,4.5,12.5,1.67,0.624,0.0355,5.07,"E000608","E000606","E000622","0 days 00:12:03.294000000","HSRData_TrialMessages_Trial-T000602_Team-TM000201_Member-na_CondBtwn-none_CondWin-na_Vers-6.metadata","asist3",1,"No Advisor","A-B",12003,16122,15224,16651,6375,3913,38006,18081,0,4357,15806,9073,30764,0,22308,3036,0,60,0,60,1,0,1,"T000602","TM000201",6375,35841,2,749.666666666667,92,8022,327092,21226,238.5,121.239,0.073566
"23",13,"00:13:00","T000602","TM000201",13,26.05,11.9483333333333,0.00644333333333333,915.5,528.5,0.166666666666667,30,833644,430,0,30,1,3.16,50,"Engineering_Specialist",2.5,4,5.2,0.75,0.283,3.48,1,4.17,30,"Medical_Specialist",1,5,4.2,0.833,0.216,3.18,1,7.87,20,"Transport_Specialist",1.5,4.5,4.4,0.778,0.202,7.25,2.03,0.787,1.85,0,0.408,0.234,4.64,33.3,0.0346,1,4.6,0.432,4.5,12.5,1.67,0.624,0.0355,5.07,"E000608","E000606","E000622","0 days 00:13:03.555000000","HSRData_TrialMessages_Trial-T000602_Team-TM000201_Member-na_CondBtwn-none_CondWin-na_Vers-6.metadata","asist3",1,"No Advisor","A-B",3000,10928,729,45343,10539,1253,25457,33290,0,5853,983,1527,51637,0,38935,0,0,30,0,30,1,2,0,"T000602","TM000201",10539,13164,2,841.666666666667,73.8333333333335,8022,366027,31765,264.55,133.187333333333,0.0800093333333333
"24",14,"00:14:00","T000602","TM000201",14,23.1666666666667,9.115,0.00258216666666667,981.333333333333,566.5,0.166666666666667,70,893950,500,1,20,1,3.16,50,"Engineering_Specialist",2.5,4,5.2,0.75,0.283,3.48,1,4.17,30,"Medical_Specialist",1,5,4.2,0.833,0.216,3.18,1,7.87,20,"Transport_Specialist",1.5,4.5,4.4,0.778,0.202,7.25,2.03,0.787,1.85,0,0.408,0.234,4.64,33.3,0.0346,1,4.6,0.432,4.5,12.5,1.67,0.624,0.0355,5.07,"E000608","E000606","E000622","0 days 00:14:03.721000000","HSRData_TrialMessages_Trial-T000602_Team-TM000201_Member-na_CondBtwn-none_CondWin-na_Vers-6.metadata","asist3",1,"No Advisor","A-B",3001,18640,13902,24457,30775,4105,30077,25818,0,2345,11064,0,46591,0,28394,3132,10,10,0,20,2,0,0,"T000602","TM000201",30775,33809,2,915.5,65.8333333333335,11154,394421,62540,287.716666666667,142.302333333333,0.0825915
"25",15,"00:15:00","T000602","TM000201",15,24.9666666666667,8.85833333333333,0.0053055,1028.83333333333,594,0.333333333333333,60,954170,560,1,10,1,3.16,50,"Engineering_Specialist",2.5,4,5.2,0.75,0.283,3.48,1,4.17,30,"Medical_Specialist",1,5,4.2,0.833,0.216,3.18,1,7.87,20,"Transport_Specialist",1.5,4.5,4.4,0.778,0.202,7.25,2.03,0.787,1.85,0,0.408,0.234,4.64,33.3,0.0346,1,4.6,0.432,4.5,12.5,1.67,0.624,0.0355,5.07,"E000608","E000606","E000622","0 days 00:15:03.969000000","HSRData_TrialMessages_Trial-T000602_Team-TM000201_Member-na_CondBtwn-none_CondWin-na_Vers-6.metadata","asist3",1,"No Advisor","A-B",6002,5073,8503,40422,9332,5571,16484,37945,0,899,7485,5951,45665,0,39023,733,0,110,0,110,0,1,2,"T000602","TM000201",9332,18129,2,981.333333333333,47.4999999999998,11887,433444,71872,312.683333333333,151.160666666667,0.087897
"26",16,"00:16:00","T000602","TM000201",16,26.86,17.474,0.00845772,1103.6,637,0.6,150,1004438,710,3,0,1,3.16,50,"Engineering_Specialist",2.5,4,5.2,0.75,0.283,3.48,1,4.17,30,"Medical_Specialist",1,5,4.2,0.833,0.216,3.18,1,7.87,20,"Transport_Specialist",1.5,4.5,4.4,0.778,0.202,7.25,2.03,0.787,1.85,0,0.408,0.234,4.64,33.3,0.0346,1,4.6,0.432,4.5,12.5,1.67,0.624,0.0355,5.07,"E000608","E000606","E000622","0 days 00:16:04.173000000","HSRData_TrialMessages_Trial-T000602_Team-TM000201_Member-na_CondBtwn-none_CondWin-na_Vers-6.metadata","asist3",1,"No Advisor","A-B",9001,6834,21552,22613,2871,12009,22454,25537,0,2248,3372,18502,35878,0,34864,1668,50,100,0,150,0,0,3,"T000602","TM000201",2871,22215,2,1028.83333333333,74.7666666666667,13555,468308,74743,339.543333333333,168.634666666667,0.09635472
"27",4,"00:04:00","T000603","TM000202",4,23.3666666666667,10.69,0.00780666666666667,614.5,117.333333333333,0,0,291170,100,0,0,1,4.7,40,"Engineering_Specialist",1.25,4.5,4.73,0.833,0.274,6.38,1,3.06,30,"Medical_Specialist",1.75,3,5.4,0.861,0.17,2.55,1,1.18,30,"Transport_Specialist",2,4.5,5.4,0.806,0.566,1.17,1.44,0.833,2.2,0,0.707,0.336,3.36,33.3,0.0227,1,5.18,0.314,4,4.71,1.67,0.312,0.168,2.98,"E000651","E000607","E000649","0 days 00:04:00.875000000","HSRData_TrialMessages_Trial-T000603_Team-TM000202_Member-na_CondBtwn-none_CondWin-na_Vers-6.metadata","asist3",1,"No Advisor","A-B",0,18972,15333,25695,0,13234,0,46766,0,2516,6154,0,51330,0,25250,633,0,0,0,0,0,0,0,"T000603","TM000202",0,38360,1,483.5,131,633,25250,0,23.3666666666667,10.69,0.00780666666666667
"28",5,"00:05:00","T000603","TM000202",5,25.15,13.4733333333333,0.00558,718.833333333333,125.166666666667,0.333333333333333,10,351462,110,0,10,1,4.7,40,"Engineering_Specialist",1.25,4.5,4.73,0.833,0.274,6.38,1,3.06,30,"Medical_Specialist",1.75,3,5.4,0.861,0.17,2.55,1,1.18,30,"Transport_Specialist",2,4.5,5.4,0.806,0.566,1.17,1.44,0.833,2.2,0,0.707,0.336,3.36,33.3,0.0227,1,5.18,0.314,4,4.71,1.67,0.312,0.168,2.98,"E000651","E000607","E000649","0 days 00:05:01.241000000","HSRData_TrialMessages_Trial-T000603_Team-TM000202_Member-na_CondBtwn-none_CondWin-na_Vers-6.metadata","asist3",1,"No Advisor","A-B",6051,2978,8754,42217,6229,6750,25467,27783,0,6135,21321,0,32544,0,23235,752,0,0,0,0,0,0,0,"T000603","TM000202",6229,31049,1,614.5,104.333333333333,1385,48485,6229,48.5166666666667,24.1633333333333,0.0133866666666667
"29",6,"00:06:00","T000603","TM000202",6,21.7333333333333,9.575,0.00575483333333333,785,141.666666666667,0.166666666666667,0,411848,110,0,0,1,4.7,40,"Engineering_Specialist",1.25,4.5,4.73,0.833,0.274,6.38,1,3.06,30,"Medical_Specialist",1.75,3,5.4,0.861,0.17,2.55,1,1.18,30,"Transport_Specialist",2,4.5,5.4,0.806,0.566,1.17,1.44,0.833,2.2,0,0.707,0.336,3.36,33.3,0.0227,1,5.18,0.314,4,4.71,1.67,0.312,0.168,2.98,"E000651","E000607","E000649","0 days 00:06:01.543000000","HSRData_TrialMessages_Trial-T000603_Team-TM000202_Member-na_CondBtwn-none_CondWin-na_Vers-6.metadata","asist3",1,"No Advisor","A-B",3000,20317,14851,21832,37482,9800,1136,49064,0,1702,15407,5250,37641,0,15834,2381,0,10,0,10,0,1,0,"T000603","TM000202",37482,45524,1,718.833333333333,66.1666666666665,3766,64319,43711,70.25,33.7383333333333,0.0191415
"30",7,"00:07:00","T000603","TM000202",7,25.3333333333333,8.725,0.00708166666666667,842.333333333333,149.5,0.166666666666667,0,472078,110,0,0,1,4.7,40,"Engineering_Specialist",1.25,4.5,4.73,0.833,0.274,6.38,1,3.06,30,"Medical_Specialist",1.75,3,5.4,0.861,0.17,2.55,1,1.18,30,"Transport_Specialist",2,4.5,5.4,0.806,0.566,1.17,1.44,0.833,2.2,0,0.707,0.336,3.36,33.3,0.0227,1,5.18,0.314,4,4.71,1.67,0.312,0.168,2.98,"E000651","E000607","E000649","0 days 00:07:01.854000000","HSRData_TrialMessages_Trial-T000603_Team-TM000202_Member-na_CondBtwn-none_CondWin-na_Vers-6.metadata","asist3",1,"No Advisor","A-B",3000,15155,5052,36793,37708,7771,0,52229,0,3601,6339,0,50060,0,29612,208,0,0,0,0,0,0,0,"T000603","TM000202",37708,29265,1,785,57.3333333333335,3974,93931,81419,95.5833333333333,42.4633333333333,0.0262231666666667
"31",8,"00:08:00","T000603","TM000202",8,21.2833333333333,13.6466666666667,0.00739666666666667,871.666666666667,149.166666666667,0,70,532455,180,1,20,1,4.7,40,"Engineering_Specialist",1.25,4.5,4.73,0.833,0.274,6.38,1,3.06,30,"Medical_Specialist",1.75,3,5.4,0.861,0.17,2.55,1,1.18,30,"Transport_Specialist",2,4.5,5.4,0.806,0.566,1.17,1.44,0.833,2.2,0,0.707,0.336,3.36,33.3,0.0227,1,5.18,0.314,4,4.71,1.67,0.312,0.168,2.98,"E000651","E000607","E000649","0 days 00:08:02.098000000","HSRData_TrialMessages_Trial-T000603_Team-TM000202_Member-na_CondBtwn-none_CondWin-na_Vers-6.metadata","asist3",1,"No Advisor","A-B",0,43988,0,16012,60000,3835,21612,34553,0,1800,829,0,57371,0,14270,0,0,70,0,70,1,1,1,"T000603","TM000202",60000,48652,1,842.333333333333,29.333333333333,3974,108201,141419,116.866666666667,56.11,0.0336198333333333
"32",9,"00:09:00","T000603","TM000202",9,20.9833333333333,6.68833333333333,0.0044231,930.333333333333,141.166666666667,0.166666666666667,10,592823,190,0,10,1,4.7,40,"Engineering_Specialist",1.25,4.5,4.73,0.833,0.274,6.38,1,3.06,30,"Medical_Specialist",1.75,3,5.4,0.861,0.17,2.55,1,1.18,30,"Transport_Specialist",2,4.5,5.4,0.806,0.566,1.17,1.44,0.833,2.2,0,0.707,0.336,3.36,33.3,0.0227,1,5.18,0.314,4,4.71,1.67,0.312,0.168,2.98,"E000651","E000607","E000649","0 days 00:09:02.458000000","HSRData_TrialMessages_Trial-T000603_Team-TM000202_Member-na_CondBtwn-none_CondWin-na_Vers-6.metadata","asist3",1,"No Advisor","A-B",2999,39877,6568,10556,49883,5224,6703,48073,0,2651,4491,0,52858,0,10969,0,0,10,0,10,1,0,0,"T000603","TM000202",49883,49592,1,871.666666666667,58.666666666667,3974,119170,191302,137.85,62.7983333333333,0.0380429333333333
"33",10,"00:10:00","T000603","TM000202",10,23.4833333333333,11.5816666666667,0.00596816666666667,1001.66666666667,146.333333333333,0.166666666666667,0,653260,190,0,0,1,4.7,40,"Engineering_Specialist",1.25,4.5,4.73,0.833,0.274,6.38,1,3.06,30,"Medical_Specialist",1.75,3,5.4,0.861,0.17,2.55,1,1.18,30,"Transport_Specialist",2,4.5,5.4,0.806,0.566,1.17,1.44,0.833,2.2,0,0.707,0.336,3.36,33.3,0.0227,1,5.18,0.314,4,4.71,1.67,0.312,0.168,2.98,"E000651","E000607","E000649","0 days 00:10:02.915000000","HSRData_TrialMessages_Trial-T000603_Team-TM000202_Member-na_CondBtwn-none_CondWin-na_Vers-6.metadata","asist3",1,"No Advisor","A-B",3003,15761,15185,26051,3692,6409,11865,41726,0,7947,10449,0,41604,0,21054,0,0,0,0,0,0,0,0,"T000603","TM000202",3692,32619,1,930.333333333333,71.333333333333,3974,140224,194994,161.333333333333,74.38,0.0440111
"34",11,"00:11:00","T000603","TM000202",11,26.45,15.8833333333333,0.00465533333333333,1103.83333333333,175,0.333333333333333,60,713561,250,1,10,1,4.7,40,"Engineering_Specialist",1.25,4.5,4.73,0.833,0.274,6.38,1,3.06,30,"Medical_Specialist",1.75,3,5.4,0.861,0.17,2.55,1,1.18,30,"Transport_Specialist",2,4.5,5.4,0.806,0.566,1.17,1.44,0.833,2.2,0,0.707,0.336,3.36,33.3,0.0227,1,5.18,0.314,4,4.71,1.67,0.312,0.168,2.98,"E000651","E000607","E000649","0 days 00:11:03.313000000","HSRData_TrialMessages_Trial-T000603_Team-TM000202_Member-na_CondBtwn-none_CondWin-na_Vers-6.metadata","asist3",1,"No Advisor","A-B",5998,9937,9652,34413,0,2970,39991,17039,0,6196,10978,20152,22674,0,29921,212,0,10,50,60,1,0,1,"T000603","TM000202",0,23885,1,1001.66666666667,102.166666666667,4186,170145,194994,187.783333333333,90.2633333333333,0.0486664333333333
"35",12,"00:12:00","T000603","TM000202",12,25.3833333333333,8.82666666666666,0.0031991,1180.16666666667,193.5,0.166666666666667,70,773928,320,1,20,1,4.7,40,"Engineering_Specialist",1.25,4.5,4.73,0.833,0.274,6.38,1,3.06,30,"Medical_Specialist",1.75,3,5.4,0.861,0.17,2.55,1,1.18,30,"Transport_Specialist",2,4.5,5.4,0.806,0.566,1.17,1.44,0.833,2.2,0,0.707,0.336,3.36,33.3,0.0227,1,5.18,0.314,4,4.71,1.67,0.312,0.168,2.98,"E000651","E000607","E000649","0 days 00:12:03.589000000","HSRData_TrialMessages_Trial-T000603_Team-TM000202_Member-na_CondBtwn-none_CondWin-na_Vers-6.metadata","asist3",1,"No Advisor","A-B",3001,16227,8300,32472,55109,1793,21356,36851,0,1100,645,4644,53611,0,34691,0,0,20,50,70,0,2,1,"T000603","TM000202",55109,18665,1,1103.83333333333,76.3333333333335,4186,204836,250103,213.166666666667,99.09,0.0518655333333333
"36",13,"00:13:00","T000603","TM000202",13,25.0166666666667,11.7333333333333,0.00606266666666667,1260.83333333333,191.666666666667,0.166666666666667,50,834299,370,1,0,1,4.7,40,"Engineering_Specialist",1.25,4.5,4.73,0.833,0.274,6.38,1,3.06,30,"Medical_Specialist",1.75,3,5.4,0.861,0.17,2.55,1,1.18,30,"Transport_Specialist",2,4.5,5.4,0.806,0.566,1.17,1.44,0.833,2.2,0,0.707,0.336,3.36,33.3,0.0227,1,5.18,0.314,4,4.71,1.67,0.312,0.168,2.98,"E000651","E000607","E000649","0 days 00:13:04.000000000","HSRData_TrialMessages_Trial-T000603_Team-TM000202_Member-na_CondBtwn-none_CondWin-na_Vers-6.metadata","asist3",1,"No Advisor","A-B",3002,14971,12552,29475,5031,8064,0,51936,0,6150,8985,19207,25658,0,28111,2467,0,0,0,0,0,0,0,"T000603","TM000202",5031,32020,1,1180.16666666667,80.6666666666665,6653,232947,255134,238.183333333333,110.823333333333,0.0579282
"37",14,"00:14:00","T000603","TM000202",14,20.85,4.32216666666667,0.00259183333333333,1368.33333333333,196.666666666667,0,0,894533,370,0,0,1,4.7,40,"Engineering_Specialist",1.25,4.5,4.73,0.833,0.274,6.38,1,3.06,30,"Medical_Specialist",1.75,3,5.4,0.861,0.17,2.55,1,1.18,30,"Transport_Specialist",2,4.5,5.4,0.806,0.566,1.17,1.44,0.833,2.2,0,0.707,0.336,3.36,33.3,0.0227,1,5.18,0.314,4,4.71,1.67,0.312,0.168,2.98,"E000651","E000607","E000649","0 days 00:14:04.316000000","HSRData_TrialMessages_Trial-T000603_Team-TM000202_Member-na_CondBtwn-none_CondWin-na_Vers-6.metadata","asist3",1,"No Advisor","A-B",0,30764,0,29236,46151,5891,3204,50905,0,2701,12095,0,45204,0,16213,106,0,50,0,50,0,0,1,"T000603","TM000202",46151,48750,1,1260.83333333333,107.5,6759,249160,301285,259.033333333333,115.1455,0.0605200333333333
