"","minute","time","trial","team","X","process_effort_s","process_skill_use_s","process_workload_burnt","comms_total_words","comms_equity","triage_count","team_score","elapsed_ms","team_score_agg","critic_victim","noncritic_victim","BLUE_anger","BLUE_marking_skill","BLUE_mission_knowledge","BLUE_role","BLUE_anxiety","BLUE_gaming_experience","BLUE_sbsod","BLUE_rmie","BLUE_walking_skill","BLUE_transporting_skill","RED_anger","RED_marking_skill","RED_mission_knowledge","RED_role","RED_anxiety","RED_gaming_experience","RED_sbsod","RED_rmie","RED_walking_skill","RED_transporting_skill","GREEN_anger","GREEN_marking_skill","GREEN_mission_knowledge","GREEN_role","GREEN_anxiety","GREEN_gaming_experience","GREEN_sbsod","GREEN_rmie","GREEN_walking_skill","GREEN_transporting_skill","team_marking_skill_sd","team_rmie_mean","team_transporting_skill_sd","team_anger_sd","team_gaming_experience_sd","team_walking_skill_mean","team_transporting_skill_mean","team_mission_knowledge_mean","team_rmie_sd","team_anger_mean","team_sbsod_mean","team_sbsod_sd","team_gaming_experience_mean","team_mission_knowledge_sd","team_anxiety_mean","team_anxiety_sd","team_walking_skill_sd","team_marking_skill_mean","Blue","Green","Red","time.1","filename","study","condition.id","condition.agent.name","map.order","red_triage_time","red_idle_time","red_transport_time","red_walking_time","red_functional_delay","green_idle_time","green_transport_time","green_walking_time","green_functional_delay","blue_hammer_time","blue_idle_time","blue_transport_time","blue_walking_time","blue_functional_delay","concurrent_activity_time","concurrent_idle_time","red_score","green_score","blue_score","total_score","saved_type_A_victim","saved_type_B_victim","saved_type_C_victim","Trial_number","Team_number","team_functional_delay","team_idle_time","mission","lagcomms","diffcomms","cumidle","cumactive","cumdelay","cumeffort","cumskilluse","cumstrategy"
"1239",7,"00:07:00","T000718","TM000259",7,23.5333333333333,15.505,0.010695,670.166666666667,23.4,0.333333333333333,0,472518,290,0,0,1,3.02,120,"Engineering_Specialist",3.5,4,4.67,0.806,0.249,2.84,1,2.72,130,"Medical_Specialist",1.25,3.5,5.27,0.694,0.178,3.3,2,9.85,140,"Transport_Specialist",1.5,5,5.6,0.5,0.281,1.96,3.29,0.667,0.556,0.471,0.624,0.236,2.7,130,0.126,1.33,5.18,0.386,4.17,8.16,2.08,1.01,0.043,5.2,"E000932","E000892","E000906","0 days 00:07:02.373000000","HSRData_TrialMessages_Trial-T000718_Team-TM000259_Member-na_CondBtwn-ASI-USC-TA1_CondWin-na_Vers-1.metadata","asist3",8,"USC","C-D",5999,18588,3961,31452,39919,7311,15017,37672,0,3650,11730,14967,29653,0,24495,2998,0,0,0,0,0,0,0,"T000718","TM000259",39919,37629,2,605.666666666667,64.5,4323,140488,39919,104.15,63.865,0.0318618333333333
"1240",8,"00:08:00","T000718","TM000259",8,25.8,15.3666666666667,0.0124383333333333,725.333333333333,34.1166666666667,0.333333333333333,60,532884,350,1,10,1,3.02,120,"Engineering_Specialist",3.5,4,4.67,0.806,0.249,2.84,1,2.72,130,"Medical_Specialist",1.25,3.5,5.27,0.694,0.178,3.3,2,9.85,140,"Transport_Specialist",1.5,5,5.6,0.5,0.281,1.96,3.29,0.667,0.556,0.471,0.624,0.236,2.7,130,0.126,1.33,5.18,0.386,4.17,8.16,2.08,1.01,0.043,5.2,"E000932","E000892","E000906","0 days 00:08:02.592000000","HSRData_TrialMessages_Trial-T000718_Team-TM000259_Member-na_CondBtwn-ASI-USC-TA1_CondWin-na_Vers-1.metadata","asist3",8,"USC","C-D",5966,5186,18458,30390,0,6980,15537,37483,0,3702,12173,8486,35639,0,33345,1020,50,0,10,60,0,1,1,"T000718","TM000259",0,24339,2,670.166666666667,55.1666666666669,5343,173833,39919,129.95,79.2316666666667,0.0443001666666667
"1241",9,"00:09:00","T000718","TM000259",9,26.6,8.76833333333333,0.00477566666666667,801.5,44.9833333333333,0,60,593121,410,1,10,1,3.02,120,"Engineering_Specialist",3.5,4,4.67,0.806,0.249,2.84,1,2.72,130,"Medical_Specialist",1.25,3.5,5.27,0.694,0.178,3.3,2,9.85,140,"Transport_Specialist",1.5,5,5.6,0.5,0.281,1.96,3.29,0.667,0.556,0.471,0.624,0.236,2.7,130,0.126,1.33,5.18,0.386,4.17,8.16,2.08,1.01,0.043,5.2,"E000932","E000892","E000906","0 days 00:09:02.956000000","HSRData_TrialMessages_Trial-T000718_Team-TM000259_Member-na_CondBtwn-ASI-USC-TA1_CondWin-na_Vers-1.metadata","asist3",8,"USC","C-D",31,7547,22356,30066,0,6260,2351,51389,0,0,1724,4353,53923,0,44830,0,50,0,10,60,1,0,1,"T000718","TM000259",0,15531,2,725.333333333333,76.1666666666665,5343,218663,39919,156.55,88,0.0490758333333333
"1242",10,"00:10:00","T000718","TM000259",10,25.3,7.56,0.00573983333333333,907.333333333333,60,0.333333333333333,20,653401,430,0,20,1,3.02,120,"Engineering_Specialist",3.5,4,4.67,0.806,0.249,2.84,1,2.72,130,"Medical_Specialist",1.25,3.5,5.27,0.694,0.178,3.3,2,9.85,140,"Transport_Specialist",1.5,5,5.6,0.5,0.281,1.96,3.29,0.667,0.556,0.471,0.624,0.236,2.7,130,0.126,1.33,5.18,0.386,4.17,8.16,2.08,1.01,0.043,5.2,"E000932","E000892","E000906","0 days 00:10:03.200000000","HSRData_TrialMessages_Trial-T000718_Team-TM000259_Member-na_CondBtwn-ASI-USC-TA1_CondWin-na_Vers-1.metadata","asist3",8,"USC","C-D",6000,9761,0,44239,0,11165,17756,31079,0,3550,3519,0,52931,0,32048,102,0,20,0,20,1,1,0,"T000718","TM000259",0,24445,2,801.5,105.833333333333,5445,250711,39919,181.85,95.56,0.0548156666666667
"1243",11,"00:11:00","T000718","TM000259",11,20.3,8.71,0.005231,1010.66666666667,72.2333333333333,0.333333333333333,50,713669,480,1,0,1,3.02,120,"Engineering_Specialist",3.5,4,4.67,0.806,0.249,2.84,1,2.72,130,"Medical_Specialist",1.25,3.5,5.27,0.694,0.178,3.3,2,9.85,140,"Transport_Specialist",1.5,5,5.6,0.5,0.281,1.96,3.29,0.667,0.556,0.471,0.624,0.236,2.7,130,0.126,1.33,5.18,0.386,4.17,8.16,2.08,1.01,0.043,5.2,"E000932","E000892","E000906","0 days 00:11:03.444000000","HSRData_TrialMessages_Trial-T000718_Team-TM000259_Member-na_CondBtwn-ASI-USC-TA1_CondWin-na_Vers-1.metadata","asist3",8,"USC","C-D",5998,21431,11020,21551,16097,4624,18303,37073,0,5248,19882,0,34870,0,17820,1336,0,50,0,50,0,0,1,"T000718","TM000259",16097,45937,2,907.333333333333,103.333333333333,6781,268531,56016,202.15,104.27,0.0600466666666667
"1244",12,"00:12:00","T000718","TM000259",12,27.9666666666667,10.97,0.00583833333333333,1108.5,94.7666666666667,0,50,773867,530,1,0,1,3.02,120,"Engineering_Specialist",3.5,4,4.67,0.806,0.249,2.84,1,2.72,130,"Medical_Specialist",1.25,3.5,5.27,0.694,0.178,3.3,2,9.85,140,"Transport_Specialist",1.5,5,5.6,0.5,0.281,1.96,3.29,0.667,0.556,0.471,0.624,0.236,2.7,130,0.126,1.33,5.18,0.386,4.17,8.16,2.08,1.01,0.043,5.2,"E000932","E000892","E000906","0 days 00:12:03.695000000","HSRData_TrialMessages_Trial-T000718_Team-TM000259_Member-na_CondBtwn-ASI-USC-TA1_CondWin-na_Vers-1.metadata","asist3",8,"USC","C-D",0,4976,10038,44986,0,5108,0,54892,0,5398,-507,12117,42992,0,44922,0,50,0,0,50,0,0,1,"T000718","TM000259",0,9577,2,1010.66666666667,97.8333333333335,6781,313453,56016,230.116666666667,115.24,0.065885
"1245",13,"00:13:00","T000718","TM000259",13,19.9166666666667,5.27383333333333,0.000852766666666667,1197.33333333333,88.2166666666667,0,0,834077,530,0,0,1,3.02,120,"Engineering_Specialist",3.5,4,4.67,0.806,0.249,2.84,1,2.72,130,"Medical_Specialist",1.25,3.5,5.27,0.694,0.178,3.3,2,9.85,140,"Transport_Specialist",1.5,5,5.6,0.5,0.281,1.96,3.29,0.667,0.556,0.471,0.624,0.236,2.7,130,0.126,1.33,5.18,0.386,4.17,8.16,2.08,1.01,0.043,5.2,"E000932","E000892","E000906","0 days 00:13:03.911000000","HSRData_TrialMessages_Trial-T000718_Team-TM000259_Member-na_CondBtwn-ASI-USC-TA1_CondWin-na_Vers-1.metadata","asist3",8,"USC","C-D",0,31642,0,28358,7488,17332,0,42668,0,851,1711,21095,36343,0,24774,814,0,0,0,0,0,0,0,"T000718","TM000259",7488,50685,2,1108.5,88.8333333333333,7595,338227,63504,250.033333333333,120.513833333333,0.0667377666666667
"1246",14,"00:14:00","T000718","TM000259",14,17.3,3.29683333333333,0.0007876,1314,108.333333333333,0,0,894295,530,0,0,1,3.02,120,"Engineering_Specialist",3.5,4,4.67,0.806,0.249,2.84,1,2.72,130,"Medical_Specialist",1.25,3.5,5.27,0.694,0.178,3.3,2,9.85,140,"Transport_Specialist",1.5,5,5.6,0.5,0.281,1.96,3.29,0.667,0.556,0.471,0.624,0.236,2.7,130,0.126,1.33,5.18,0.386,4.17,8.16,2.08,1.01,0.043,5.2,"E000932","E000892","E000906","0 days 00:14:04.159000000","HSRData_TrialMessages_Trial-T000718_Team-TM000259_Member-na_CondBtwn-ASI-USC-TA1_CondWin-na_Vers-1.metadata","asist3",8,"USC","C-D",0,51202,0,8798,60000,16952,8152,34896,0,901,1246,0,57853,0,5934,103,0,0,0,0,0,0,0,"T000718","TM000259",60000,69400,2,1197.33333333333,116.666666666667,7698,344161,123504,267.333333333333,123.810666666667,0.0675253666666667
"1247",15,"00:15:00","T000718","TM000259",15,21.8666666666667,12.4633333333333,0.0101826,1384.66666666667,118.166666666667,0.666666666666667,20,954569,550,0,20,1,3.02,120,"Engineering_Specialist",3.5,4,4.67,0.806,0.249,2.84,1,2.72,130,"Medical_Specialist",1.25,3.5,5.27,0.694,0.178,3.3,2,9.85,140,"Transport_Specialist",1.5,5,5.6,0.5,0.281,1.96,3.29,0.667,0.556,0.471,0.624,0.236,2.7,130,0.126,1.33,5.18,0.386,4.17,8.16,2.08,1.01,0.043,5.2,"E000932","E000892","E000906","0 days 00:15:04.353000000","HSRData_TrialMessages_Trial-T000718_Team-TM000259_Member-na_CondBtwn-ASI-USC-TA1_CondWin-na_Vers-1.metadata","asist3",8,"USC","C-D",9000,16669,11401,22930,8742,15146,16355,28499,0,6765,6622,6504,40109,0,20985,2565,0,10,10,20,0,2,1,"T000718","TM000259",8742,38437,2,1314,70.666666666667,10263,365146,132246,289.2,136.274,0.0777079666666667
"1248",16,"00:16:00","T000718","TM000259",16,27.18,11.328,0.008578,1462.4,126.2,0.4,60,1004724,610,1,10,1,3.02,120,"Engineering_Specialist",3.5,4,4.67,0.806,0.249,2.84,1,2.72,130,"Medical_Specialist",1.25,3.5,5.27,0.694,0.178,3.3,2,9.85,140,"Transport_Specialist",1.5,5,5.6,0.5,0.281,1.96,3.29,0.667,0.556,0.471,0.624,0.236,2.7,130,0.126,1.33,5.18,0.386,4.17,8.16,2.08,1.01,0.043,5.2,"E000932","E000892","E000906","0 days 00:16:04.601000000","HSRData_TrialMessages_Trial-T000718_Team-TM000259_Member-na_CondBtwn-ASI-USC-TA1_CondWin-na_Vers-1.metadata","asist3",8,"USC","C-D",9001,3252,15912,31835,431,8969,12906,38125,0,1881,3672,8051,46396,0,38310,409,10,50,0,60,0,1,1,"T000718","TM000259",431,15893,2,1384.66666666667,77.7333333333331,10672,403456,132677,316.38,147.602,0.0862859666666667
"1249",4,"00:04:00","T000719","TM000260",4,25.5166666666667,15.0733333333333,0.010635,493.833333333333,61.3,0.5,10,291209,70,0,10,1,2.7,140,"Engineering_Specialist",1.75,4,3.87,0.694,0.231,2.06,1,1.91,140,"Medical_Specialist",1.75,4,5.8,0.778,0.149,2.05,1,3.1,130,"Transport_Specialist",4.5,4,3.73,0.778,0.178,2.95,0.495,0.75,0.424,0,0,0.186,2.35,137,0.0393,1,4.47,0.944,4,4.71,2.67,1.3,0.0341,2.57,"E000931","E000888","E000940","0 days 00:04:01.095000000","HSRData_TrialMessages_Trial-T000719_Team-TM000260_Member-na_CondBtwn-ASI-UAZ-TA1_CondWin-na_Vers-1.metadata","asist3",7,"UAZ","C-D",8477,9573,9126,32824,13626,17421,0,42579,0,0,3472,18356,38172,0,28462,3477,0,0,10,10,0,1,0,"T000719","TM000260",13626,30466,1,409.333333333333,84.5,3477,28462,13626,25.5166666666667,15.0733333333333,0.010635
"1250",5,"00:05:00","T000719","TM000260",5,27.9333333333333,23.06,0.00538933333333333,604.5,58.8666666666667,0,70,351398,140,1,20,1,2.7,140,"Engineering_Specialist",1.75,4,3.87,0.694,0.231,2.06,1,1.91,140,"Medical_Specialist",1.75,4,5.8,0.778,0.149,2.05,1,3.1,130,"Transport_Specialist",4.5,4,3.73,0.778,0.178,2.95,0.495,0.75,0.424,0,0,0.186,2.35,137,0.0393,1,4.47,0.944,4,4.71,2.67,1.3,0.0341,2.57,"E000931","E000888","E000940","0 days 00:05:01.268000000","HSRData_TrialMessages_Trial-T000719_Team-TM000260_Member-na_CondBtwn-ASI-UAZ-TA1_CondWin-na_Vers-1.metadata","asist3",7,"UAZ","C-D",0,1540,46478,11982,0,5507,21752,32741,0,2850,1290,25681,30179,0,42147,0,50,10,10,70,2,0,1,"T000719","TM000260",0,8337,1,493.833333333333,110.666666666667,3477,70609,13626,53.45,38.1333333333333,0.0160243333333333
"1251",6,"00:06:00","T000719","TM000260",6,25.0833333333333,19.55,0.00751116666666667,717.5,46.2,0.333333333333333,60,411622,200,1,10,1,2.7,140,"Engineering_Specialist",1.75,4,3.87,0.694,0.231,2.06,1,1.91,140,"Medical_Specialist",1.75,4,5.8,0.778,0.149,2.05,1,3.1,130,"Transport_Specialist",4.5,4,3.73,0.778,0.178,2.95,0.495,0.75,0.424,0,0,0.186,2.35,137,0.0393,1,4.47,0.944,4,4.71,2.67,1.3,0.0341,2.57,"E000931","E000888","E000940","0 days 00:06:01.425000000","HSRData_TrialMessages_Trial-T000719_Team-TM000260_Member-na_CondBtwn-ASI-UAZ-TA1_CondWin-na_Vers-1.metadata","asist3",7,"UAZ","C-D",6000,12170,23953,17877,21726,7769,35675,16556,0,850,15016,25306,18828,0,21175,2341,50,0,10,60,1,0,1,"T000719","TM000260",21726,34955,1,604.5,113,5818,91784,35352,78.5333333333333,57.6833333333333,0.0235355
"1252",7,"00:07:00","T000719","TM000260",7,26.05,5.29316666666667,0.00103776666666667,802,49.4333333333333,0,0,471901,200,0,0,1,2.7,140,"Engineering_Specialist",1.75,4,3.87,0.694,0.231,2.06,1,1.91,140,"Medical_Specialist",1.75,4,5.8,0.778,0.149,2.05,1,3.1,130,"Transport_Specialist",4.5,4,3.73,0.778,0.178,2.95,0.495,0.75,0.424,0,0,0.186,2.35,137,0.0393,1,4.47,0.944,4,4.71,2.67,1.3,0.0341,2.57,"E000931","E000888","E000940","0 days 00:07:01.709000000","HSRData_TrialMessages_Trial-T000719_Team-TM000260_Member-na_CondBtwn-ASI-UAZ-TA1_CondWin-na_Vers-1.metadata","asist3",7,"UAZ","C-D",0,8466,0,51534,0,4288,12627,43085,0,0,7245,0,52755,0,44181,509,0,0,0,0,0,0,0,"T000719","TM000260",0,19999,1,717.5,84.5,6327,135965,35352,104.583333333333,62.9765,0.0245732666666667
"1253",8,"00:08:00","T000719","TM000260",8,25.7,12.1066666666667,0.0061285,912.666666666667,51.1833333333333,0.166666666666667,50,532125,250,1,0,1,2.7,140,"Engineering_Specialist",1.75,4,3.87,0.694,0.231,2.06,1,1.91,140,"Medical_Specialist",1.75,4,5.8,0.778,0.149,2.05,1,3.1,130,"Transport_Specialist",4.5,4,3.73,0.778,0.178,2.95,0.495,0.75,0.424,0,0,0.186,2.35,137,0.0393,1,4.47,0.944,4,4.71,2.67,1.3,0.0341,2.57,"E000931","E000888","E000940","0 days 00:08:01.981000000","HSRData_TrialMessages_Trial-T000719_Team-TM000260_Member-na_CondBtwn-ASI-UAZ-TA1_CondWin-na_Vers-1.metadata","asist3",7,"UAZ","C-D",3001,6702,32253,18044,0,9087,0,50913,0,850,11866,0,47284,0,33772,308,50,0,0,50,0,0,1,"T000719","TM000260",0,27655,1,802,110.666666666667,6635,169737,35352,130.283333333333,75.0831666666667,0.0307017666666667
"1254",9,"00:09:00","T000719","TM000260",9,20.9466666666667,11.9233333333333,0.00835666666666667,1003.83333333333,40.65,0.5,10,592345,260,0,10,1,2.7,140,"Engineering_Specialist",1.75,4,3.87,0.694,0.231,2.06,1,1.91,140,"Medical_Specialist",1.75,4,5.8,0.778,0.149,2.05,1,3.1,130,"Transport_Specialist",4.5,4,3.73,0.778,0.178,2.95,0.495,0.75,0.424,0,0,0.186,2.35,137,0.0393,1,4.47,0.944,4,4.71,2.67,1.3,0.0341,2.57,"E000931","E000888","E000940","0 days 00:09:02.145000000","HSRData_TrialMessages_Trial-T000719_Team-TM000260_Member-na_CondBtwn-ASI-UAZ-TA1_CondWin-na_Vers-1.metadata","asist3",7,"UAZ","C-D",8999,5073,22177,23751,7169,52485,0,7515,0,0,15759,0,44241,0,7061,7816,10,0,0,10,1,0,0,"T000719","TM000260",7169,73317,1,912.666666666667,91.166666666667,14451,176798,42521,151.23,87.0065,0.0390584333333333
"1255",10,"00:10:00","T000719","TM000260",10,23.9333333333333,16.7116666666667,0.00340833333333333,1092.66666666667,42.6333333333333,0,60,652661,320,1,10,1,2.7,140,"Engineering_Specialist",1.75,4,3.87,0.694,0.231,2.06,1,1.91,140,"Medical_Specialist",1.75,4,5.8,0.778,0.149,2.05,1,3.1,130,"Transport_Specialist",4.5,4,3.73,0.778,0.178,2.95,0.495,0.75,0.424,0,0,0.186,2.35,137,0.0393,1,4.47,0.944,4,4.71,2.67,1.3,0.0341,2.57,"E000931","E000888","E000940","0 days 00:10:02.345000000","HSRData_TrialMessages_Trial-T000719_Team-TM000260_Member-na_CondBtwn-ASI-UAZ-TA1_CondWin-na_Vers-1.metadata","asist3",7,"UAZ","C-D",0,2974,41481,15545,0,13630,0,46370,0,8398,18456,19500,13646,0,18975,3936,60,0,0,60,0,1,1,"T000719","TM000260",0,35060,1,1003.83333333333,88.8333333333333,18387,195773,42521,175.163333333333,103.718166666667,0.0424667666666667
"1256",11,"00:11:00","T000719","TM000260",11,22.5,11.3033333333333,0.00695316666666667,1208.83333333333,29.4833333333333,0.333333333333333,60,712831,380,1,10,1,2.7,140,"Engineering_Specialist",1.75,4,3.87,0.694,0.231,2.06,1,1.91,140,"Medical_Specialist",1.75,4,5.8,0.778,0.149,2.05,1,3.1,130,"Transport_Specialist",4.5,4,3.73,0.778,0.178,2.95,0.495,0.75,0.424,0,0,0.186,2.35,137,0.0393,1,4.47,0.944,4,4.71,2.67,1.3,0.0341,2.57,"E000931","E000888","E000940","0 days 00:11:02.679000000","HSRData_TrialMessages_Trial-T000719_Team-TM000260_Member-na_CondBtwn-ASI-UAZ-TA1_CondWin-na_Vers-1.metadata","asist3",7,"UAZ","C-D",5998,9539,17957,26506,0,11827,0,48173,0,2601,14355,11550,31494,0,23753,922,60,0,0,60,0,1,1,"T000719","TM000260",0,35721,1,1092.66666666667,116.166666666667,19309,219526,42521,197.663333333333,115.0215,0.0494199333333333
"1257",12,"00:12:00","T000719","TM000260",12,22.4166666666667,9.70966666666666,0.008737,1325.33333333333,32.3,0.5,50,773151,430,1,0,1,2.7,140,"Engineering_Specialist",1.75,4,3.87,0.694,0.231,2.06,1,1.91,140,"Medical_Specialist",1.75,4,5.8,0.778,0.149,2.05,1,3.1,130,"Transport_Specialist",4.5,4,3.73,0.778,0.178,2.95,0.495,0.75,0.424,0,0,0.186,2.35,137,0.0393,1,4.47,0.944,4,4.71,2.67,1.3,0.0341,2.57,"E000931","E000888","E000940","0 days 00:12:02.931000000","HSRData_TrialMessages_Trial-T000719_Team-TM000260_Member-na_CondBtwn-ASI-UAZ-TA1_CondWin-na_Vers-1.metadata","asist3",7,"UAZ","C-D",9050,6559,14003,30388,0,17920,0,42080,0,2800,18040,725,38435,0,23649,4094,50,0,0,50,0,0,1,"T000719","TM000260",0,42519,1,1208.83333333333,116.5,23403,243175,42521,220.08,124.731166666667,0.0581569333333333
"1258",13,"00:13:00","T000719","TM000260",13,26.2666666666667,18.2533333333333,0.00334766666666667,1466.66666666667,36.2,0.166666666666667,10,833371,440,0,10,1,2.7,140,"Engineering_Specialist",1.75,4,3.87,0.694,0.231,2.06,1,1.91,140,"Medical_Specialist",1.75,4,5.8,0.778,0.149,2.05,1,3.1,130,"Transport_Specialist",4.5,4,3.73,0.778,0.178,2.95,0.495,0.75,0.424,0,0,0.186,2.35,137,0.0393,1,4.47,0.944,4,4.71,2.67,1.3,0.0341,2.57,"E000931","E000888","E000940","0 days 00:13:03.167000000","HSRData_TrialMessages_Trial-T000719_Team-TM000260_Member-na_CondBtwn-ASI-UAZ-TA1_CondWin-na_Vers-1.metadata","asist3",7,"UAZ","C-D",3000,4292,32501,20207,0,7887,18876,33237,0,9202,7462,27880,15456,0,26233,2441,0,0,10,10,0,1,0,"T000719","TM000260",0,19641,1,1325.33333333333,141.333333333334,25844,269408,42521,246.346666666667,142.9845,0.0615046
"1259",14,"00:14:00","T000719","TM000260",14,26.6833333333333,12.5016666666667,0.00751216666666667,1564.66666666667,28.0666666666667,0.5,70,893601,510,1,20,1,2.7,140,"Engineering_Specialist",1.75,4,3.87,0.694,0.231,2.06,1,1.91,140,"Medical_Specialist",1.75,4,5.8,0.778,0.149,2.05,1,3.1,130,"Transport_Specialist",4.5,4,3.73,0.778,0.178,2.95,0.495,0.75,0.424,0,0,0.186,2.35,137,0.0393,1,4.47,0.944,4,4.71,2.67,1.3,0.0341,2.57,"E000931","E000888","E000940","0 days 00:14:03.371000000","HSRData_TrialMessages_Trial-T000719_Team-TM000260_Member-na_CondBtwn-ASI-UAZ-TA1_CondWin-na_Vers-1.metadata","asist3",7,"UAZ","C-D",7724,5696,12803,33777,0,4083,10728,45189,0,3898,5498,11481,39123,0,35561,104,10,10,50,70,1,1,1,"T000719","TM000260",0,15277,1,1466.66666666667,98,25948,304969,42521,273.03,155.486166666667,0.0690167666666667
"1260",15,"00:15:00","T000719","TM000260",15,26.3,13.58,0.00500133333333333,1702,27.9666666666667,0,20,953927,530,0,20,1,2.7,140,"Engineering_Specialist",1.75,4,3.87,0.694,0.231,2.06,1,1.91,140,"Medical_Specialist",1.75,4,5.8,0.778,0.149,2.05,1,3.1,130,"Transport_Specialist",4.5,4,3.73,0.778,0.178,2.95,0.495,0.75,0.424,0,0,0.186,2.35,137,0.0393,1,4.47,0.944,4,4.71,2.67,1.3,0.0341,2.57,"E000931","E000888","E000940","0 days 00:15:03.617000000","HSRData_TrialMessages_Trial-T000719_Team-TM000260_Member-na_CondBtwn-ASI-UAZ-TA1_CondWin-na_Vers-1.metadata","asist3",7,"UAZ","C-D",1275,5598,25103,28024,0,7751,10302,41947,0,850,7168,4426,47556,0,39853,817,10,10,0,20,1,1,0,"T000719","TM000260",0,20517,1,1564.66666666667,137.333333333333,26765,344822,42521,299.33,169.066166666667,0.0740181
"1261",16,"00:16:00","T000719","TM000260",16,25.08,15.718,0.010852,1792.8,26.74,0.4,60,1004088,590,1,10,1,2.7,140,"Engineering_Specialist",1.75,4,3.87,0.694,0.231,2.06,1,1.91,140,"Medical_Specialist",1.75,4,5.8,0.778,0.149,2.05,1,3.1,130,"Transport_Specialist",4.5,4,3.73,0.778,0.178,2.95,0.495,0.75,0.424,0,0,0.186,2.35,137,0.0393,1,4.47,0.944,4,4.71,2.67,1.3,0.0341,2.57,"E000931","E000888","E000940","0 days 00:16:04.010000000","HSRData_TrialMessages_Trial-T000719_Team-TM000260_Member-na_CondBtwn-ASI-UAZ-TA1_CondWin-na_Vers-1.metadata","asist3",7,"UAZ","C-D",9000,9665,9356,31979,8388,20821,0,39179,0,0,13396,20353,26251,0,25195,5100,10,0,50,60,1,0,1,"T000719","TM000260",8388,43882,1,1702,90.8,31865,370017,50909,324.41,184.784166666667,0.0848701
"1262",4,"00:04:00","T000720","TM000260",4,26.4166666666667,16.2983333333333,0.0112616666666667,503.833333333333,34.8166666666667,0.5,10,291446,10,0,10,1,2.7,140,"Engineering_Specialist",1.75,4,3.87,0.694,0.231,2.06,1,1.91,140,"Medical_Specialist",1.75,4,5.8,0.778,0.149,2.05,1,3.1,130,"Transport_Specialist",4.5,4,3.73,0.778,0.178,2.95,0.495,0.75,0.424,0,0,0.186,2.35,137,0.0393,1,4.47,0.944,4,4.71,2.67,1.3,0.0341,2.57,"E000931","E000888","E000940","0 days 00:04:01.221000000","HSRData_TrialMessages_Trial-T000720_Team-TM000260_Member-na_CondBtwn-ASI-UAZ-TA1_CondWin-na_Vers-1.metadata","asist3",7,"UAZ","C-D",9002,7116,7001,36881,0,3782,25771,30447,0,1752,12407,0,45841,0,33755,0,0,10,0,10,1,0,0,"T000720","TM000260",0,23305,2,397,106.833333333333,0,33755,0,26.4166666666667,16.2983333333333,0.0112616666666667
"1263",5,"00:05:00","T000720","TM000260",5,25.95,14.1266666666667,0.00822166666666667,586,35.6333333333333,0.333333333333333,20,351755,30,0,20,1,2.7,140,"Engineering_Specialist",1.75,4,3.87,0.694,0.231,2.06,1,1.91,140,"Medical_Specialist",1.75,4,5.8,0.778,0.149,2.05,1,3.1,130,"Transport_Specialist",4.5,4,3.73,0.778,0.178,2.95,0.495,0.75,0.424,0,0,0.186,2.35,137,0.0393,1,4.47,0.944,4,4.71,2.67,1.3,0.0341,2.57,"E000931","E000888","E000940","0 days 00:05:01.530000000","HSRData_TrialMessages_Trial-T000720_Team-TM000260_Member-na_CondBtwn-ASI-UAZ-TA1_CondWin-na_Vers-1.metadata","asist3",7,"UAZ","C-D",6000,15086,11151,27763,0,713,16292,42995,0,4551,11431,6965,37053,0,28391,0,0,20,0,20,1,1,0,"T000720","TM000260",0,27230,2,503.833333333333,82.1666666666667,0,62146,0,52.3666666666667,30.425,0.0194833333333333
"1264",6,"00:06:00","T000720","TM000260",6,26.2,9.86833333333333,0.0044855,705,40.95,0.333333333333333,60,412093,90,1,10,1,2.7,140,"Engineering_Specialist",1.75,4,3.87,0.694,0.231,2.06,1,1.91,140,"Medical_Specialist",1.75,4,5.8,0.778,0.149,2.05,1,3.1,130,"Transport_Specialist",4.5,4,3.73,0.778,0.178,2.95,0.495,0.75,0.424,0,0,0.186,2.35,137,0.0393,1,4.47,0.944,4,4.71,2.67,1.3,0.0341,2.57,"E000931","E000888","E000940","0 days 00:06:01.854000000","HSRData_TrialMessages_Trial-T000720_Team-TM000260_Member-na_CondBtwn-ASI-UAZ-TA1_CondWin-na_Vers-1.metadata","asist3",7,"UAZ","C-D",5999,8980,11666,33355,2382,511,17210,42279,0,0,7167,9737,43096,0,38476,0,0,50,10,60,0,1,2,"T000720","TM000260",2382,16658,2,586,119,0,100622,2382,78.5666666666667,40.2933333333333,0.0239688333333333
